date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-09-02,71.05000305175781,70.54000091552734,70.94000244140625,70.9000015258789,BACKWARDATION,-0.1548,-0.2111
