am_long,am_short,date,dealer_long,dealer_short,lev_long,lev_short,mm_long,mm_net,mm_short,oi,other_long,other_net,other_short,pm_long,pm_net,pm_short,sd_long,sd_net,sd_short
414780,238219,2006-06-13 00:00:00,132291,146427,151932,202657,566712,125836,440876,1381214,81643,-51000,132643,132291,-14136,146427,151932,-50725,202657
483360,243726,2006-06-20 00:00:00,166343,146151,132922,229565,616282,142991,473291,1466695,80752,-52723,133475,166343,20192,146151,132922,-96643,229565
498664,246679,2006-06-27 00:00:00,153632,151381,142211,217274,640875,176922,463953,1439152,75990,-58640,134630,153632,2251,151381,142211,-75063,217274
468945,246621,2006-07-03 00:00:00,152118,127671,125131,194584,594076,152871,441205,1396721,80086,-61536,141622,152118,24447,127671,125131,-69453,194584
466129,247155,2006-07-11 00:00:00,151812,152756,131308,186354,597437,163928,433509,1390896,66573,-51548,118121,151812,-944,152756,131308,-55046,186354
473149,251278,2006-07-18 00:00:00,139736,95497,149524,255267,622673,116128,506545,1428499,63186,-55525,118711,139736,44239,95497,149524,-105743,255267
454504,273344,2006-07-25 00:00:00,164189,116108,122646,205961,577150,97845,479305,1395360,71013,-78314,149327,164189,48081,116108,122646,-83315,205961
444445,299803,2006-08-01 00:00:00,193372,93471,142449,175830,586894,111261,475633,1534968,82405,-175448,257853,193372,99901,93471,142449,-33381,175830
450421,297859,2006-08-08 00:00:00,190713,86691,144641,241791,595062,55412,539650,1578502,73436,-133555,206991,190713,104022,86691,144641,-97150,241791
473855,271918,2006-08-15 00:00:00,144025,95474,143022,270450,616877,74509,542368,1571101,57453,-120968,178421,144025,48551,95474,143022,-127428,270450
484940,318638,2006-08-22 00:00:00,167896,77551,153704,245712,638644,74294,564350,1713755,57796,-156529,214325,167896,90345,77551,153704,-92008,245712
459939,319418,2006-08-29 00:00:00,178413,72453,162433,217180,622372,85774,536598,1612609,47365,-172144,219509,178413,105960,72453,162433,-54747,217180
429288,310911,2006-09-05 00:00:00,175552,76197,179448,202166,608736,95659,513077,1509875,38233,-177407,215640,175552,99355,76197,179448,-22718,202166
435919,299727,2006-09-12 00:00:00,159644,72937,150100,156111,586019,130181,455838,1492732,45663,-201594,247257,159644,86707,72937,150100,-6011,156111
455662,327323,2006-09-19 00:00:00,178283,73963,128370,155858,584032,100851,483181,1467261,42223,-197411,239634,178283,104320,73963,128370,-27488,155858
404625,351175,2006-09-26 00:00:00,252694,52925,155656,122997,560281,86109,474172,1591363,51368,-305816,357184,252694,199769,52925,155656,32659,122997
388447,404176,2006-10-03 00:00:00,250560,70820,198162,109210,586609,73223,513386,1616883,74995,-282156,357151,250560,179740,70820,198162,88952,109210
424967,364437,2006-10-10 00:00:00,249282,108713,177262,110460,602229,127332,474897,1666336,80780,-253331,334111,249282,140569,108713,177262,66802,110460
463805,374900,2006-10-17 00:00:00,249031,111225,134356,120529,598161,102732,495429,1645545,81876,-238521,320397,249031,137806,111225,134356,13827,120529
494196,375019,2006-10-24 00:00:00,257426,103808,115617,125412,609813,109382,500431,1666384,82381,-229056,311437,257426,153618,103808,115617,-9795,125412
443127,392812,2006-10-31 00:00:00,241134,107022,145887,117865,589014,78337,510677,1578403,82800,-179488,262288,241134,134112,107022,145887,28022,117865
429286,405967,2006-11-07 00:00:00,223470,59527,131578,128261,560864,26636,534228,1564237,83481,-181396,264877,223470,163943,59527,131578,3317,128261
442683,404997,2006-11-14 00:00:00,220511,69282,151019,160094,593702,28611,565091,1658904,82983,-180063,263046,220511,151229,69282,151019,-9075,160094
423833,373322,2006-11-21 00:00:00,251422,68535,134207,175073,558040,9645,548395,1573632,82181,-178873,261054,251422,182887,68535,134207,-40866,175073
426967,422969,2006-11-28 00:00:00,216265,68809,175644,157839,602611,21803,580808,1785475,73993,-187684,261677,216265,147456,68809,175644,17805,157839
382738,421910,2006-12-05 00:00:00,130330,92501,264224,120651,646962,104401,542561,1635277,84895,-178336,263231,130330,37829,92501,264224,143573,120651
395957,438554,2006-12-12 00:00:00,180524,117992,216608,148842,612565,25169,587396,1563461,86917,-110773,197690,180524,62532,117992,216608,67766,148842
405103,395964,2006-12-19 00:00:00,192614,161837,201810,144175,606913,66774,540139,1514200,87334,-91177,178511,192614,30777,161837,201810,57635,144175
392556,406055,2006-12-26 00:00:00,207885,169040,194813,132486,587369,48828,538541,1468541,83394,-75859,159253,207885,38845,169040,194813,62327,132486
380110,378967,2007-01-03 00:00:00,247405,176846,189319,141535,569429,48927,520502,1516092,75123,-100071,175194,247405,70559,176846,189319,47784,141535
389375,382153,2007-01-09 00:00:00,281851,219760,213693,130845,603068,90070,512998,1580187,78495,-96916,175411,281851,62091,219760,213693,82848,130845
394785,413263,2007-01-16 00:00:00,311546,209109,229936,132470,624721,78988,545733,1643225,79478,-100072,179550,311546,102437,209109,229936,97466,132470
397920,462621,2007-01-23 00:00:00,310762,163272,235874,147151,633794,24022,609772,1721275,86504,-105568,192072,310762,147490,163272,235874,88723,147151
401045,463552,2007-01-30 00:00:00,293568,195864,284813,137278,685858,85028,600830,1710081,82047,-79965,162012,293568,97704,195864,284813,147535,137278
420600,448086,2007-02-06 00:00:00,275058,205257,250282,140676,670882,82120,588762,1720971,96933,-76600,173533,275058,69801,205257,250282,109606,140676
413236,443228,2007-02-13 00:00:00,303272,161895,210906,152222,624142,28692,595450,1680691,93635,-78203,171838,303272,141377,161895,210906,58684,152222
415074,422227,2007-02-20 00:00:00,253752,182596,199620,133786,614694,58681,556013,1649091,91946,-78654,170600,253752,71156,182596,199620,65834,133786
407224,398261,2007-02-27 00:00:00,189359,190709,232058,124123,639282,116898,522384,1676504,88515,-77190,165705,189359,-1350,190709,232058,107935,124123
403525,400103,2007-03-06 00:00:00,122606,217065,268274,111131,671799,160565,511234,1568340,66314,-89151,155465,122606,-94459,217065,268274,157143,111131
497639,428324,2007-03-13 00:00:00,134416,223693,213656,119240,711295,163731,547564,1620671,68551,-93298,161849,134416,-89277,223693,213656,94416,119240
526909,360003,2007-03-20 00:00:00,139247,269326,191528,158998,718437,199436,519001,1656052,66474,-84017,150491,139247,-130079,269326,191528,32530,158998
564142,378526,2007-03-27 00:00:00,151287,279894,211723,198275,775865,199064,576801,1687559,75174,-94403,169577,151287,-128607,279894,211723,13448,198275
575956,358259,2007-04-03 00:00:00,133759,303341,244983,193247,820939,269433,551506,1685081,72957,-103113,176070,133759,-169582,303341,244983,51736,193247
