avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
49.64,53.56,77.46,Copper Miners ETF,1356,0.299,0.431,COPX,2026-06-30 14:39:46
