avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
51.06,48.65,76.89,Copper Miners ETF,1356,0.299,0.728,COPX,2026-06-30 16:24:17
