avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
25.63,26.19,398.96,Gold ETF,7614,0.461,0.591,GLD,2026-08-13 19:46:26
