date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-06-13,67.9739990234375,68.47799682617188,69.19400024414062,70.90799713134766,CONTANGO,1.7948,4.3164
2026-06-15,70.04499816894531,70.56500244140625,71.38999938964844,70.90799713134766,CONTANGO,1.9202,1.2321
2026-06-16,70.12000274658203,70.65499877929688,71.43499755859375,73.1989974975586,CONTANGO,1.8753,4.391
2026-06-17,68.0,68.5199966430664,69.2750015258789,73.01300048828125,CONTANGO,1.875,7.3721
2026-06-18,66.0199966430664,66.50499725341797,67.11000061035156,73.80899810791016,CONTANGO,1.651,11.7979
2026-06-19,64.91000366210938,65.37999725341797,65.78500366210938,69.29000091552734,CONTANGO,1.348,6.7478
2026-06-22,65.26000213623047,65.37999725341797,65.78500366210938,69.55000305175781,CONTANGO,0.8045,6.5737
2026-06-23,61.630001068115234,62.05500030517578,62.77000045776367,65.0199966430664,CONTANGO,1.8497,5.5006
2026-06-24,57.48500061035156,57.904998779296875,58.599998474121094,60.099998474121094,CONTANGO,1.9396,4.549
2026-06-25,57.94499969482422,58.380001068115234,59.13999938964844,60.06999969482422,CONTANGO,2.0623,3.6673
2026-06-26,59.33000183105469,59.71500015258789,60.375,60.99700164794922,CONTANGO,1.7613,2.8097
