date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-06-13,6.445000171661377,6.506499767303467,6.59250020980835,6.777500152587891,CONTANGO,2.2886,5.159
2026-06-15,6.492000102996826,6.554500102996826,6.656000137329102,6.828499794006348,CONTANGO,2.5262,5.1833
2026-06-16,6.486499786376953,6.55049991607666,6.646500110626221,6.837500095367432,CONTANGO,2.4667,5.4112
2026-06-17,6.368000030517578,6.432000160217285,6.520999908447266,6.8454999923706055,CONTANGO,2.4026,7.4984
2026-06-18,6.387499809265137,6.452000141143799,6.5355000495910645,6.837500095367432,CONTANGO,2.317,7.045
2026-06-19,6.336999893188477,6.401500225067139,6.491000175476074,6.7245001792907715,CONTANGO,2.4302,6.1149
2026-06-22,6.368000030517578,6.433000087738037,6.520500183105469,6.695499897003174,CONTANGO,2.3948,5.1429
2026-06-23,6.130499839782715,6.195499897003174,6.28249979019165,6.703999996185303,CONTANGO,2.4794,9.3549
2026-06-24,5.985000133514404,6.047999858856201,6.142000198364258,6.317500114440918,CONTANGO,2.6232,5.5556
2026-06-25,6.075500011444092,6.139500141143799,6.221499919891357,6.4019999504089355,CONTANGO,2.4031,5.374
2026-06-26,6.116000175476074,6.183000087738037,6.264500141143799,6.481500148773193,CONTANGO,2.4281,5.9761
