date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-06-13,12.039999961853027,12.399999618530273,12.744999885559082,13.364999771118164,CONTANGO,5.8555,11.005
2026-06-15,11.824999809265137,12.180000305175781,12.524999618530273,13.364999771118164,CONTANGO,5.9197,13.0233
2026-06-16,11.845000267028809,12.199999809265137,12.545000076293945,13.130000114440918,CONTANGO,5.9097,10.8485
2026-06-17,11.9350004196167,12.305000305175781,12.574999809265137,13.140000343322754,CONTANGO,5.3624,10.0964
2026-06-18,12.210000038146973,12.604999542236328,12.925000190734863,13.244999885559082,CONTANGO,5.8559,8.4767
2026-06-19,12.204999923706055,12.5649995803833,12.899999618530273,13.510000228881836,CONTANGO,5.6944,10.6923
2026-06-22,12.470000267028809,12.859999656677246,13.15999984741211,13.510000228881836,CONTANGO,5.5333,8.34
2026-06-23,12.90999984741211,13.274999618530273,13.604999542236328,13.8100004196167,CONTANGO,5.3834,6.9713
2026-06-24,12.899999618530273,13.300000190734863,13.680000305175781,14.234999656677246,CONTANGO,6.0465,10.3488
2026-06-25,12.920000076293945,13.404999732971191,13.78499984741211,14.279999732971191,CONTANGO,6.695,10.5263
2026-06-26,13.154999732971191,13.640000343322754,14.0,14.425000190734863,CONTANGO,6.4234,9.6541
2026-06-29,13.300000190734863,13.765000343322754,14.100000381469727,14.625,CONTANGO,6.015,9.9624
2026-06-30,13.25,13.335000038146973,13.699999809265137,14.770000457763672,CONTANGO,3.3962,11.4717
2026-07-01,12.9350004196167,13.385000228881836,13.755000114440918,14.324999809265137,CONTANGO,6.3394,10.746
2026-07-02,12.864999771118164,13.229999542236328,13.600000381469727,14.364999771118164,CONTANGO,5.7132,11.6595
