date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-06-13,74.27999877929688,72.86000061035156,71.52999877929688,69.2699966430664,BACKWARDATION,-3.7022,-6.7448
2026-06-15,74.38999938964844,72.70999908447266,71.23999786376953,68.8499984741211,BACKWARDATION,-4.2344,-7.4472
2026-06-16,72.9000015258789,71.29000091552734,69.8499984741211,67.7699966430664,BACKWARDATION,-4.1838,-7.037
2026-06-17,71.66999816894531,70.2699966430664,68.97000122070312,66.91999816894531,BACKWARDATION,-3.7673,-6.6276
2026-06-18,69.69999694824219,68.55000305175781,67.5199966430664,65.66000366210938,BACKWARDATION,-3.1277,-5.7963
2026-06-19,69.69000244140625,68.43000030517578,67.37999725341797,65.51000213623047,BACKWARDATION,-3.3147,-5.998
2026-06-22,71.11000061035156,69.51000213623047,68.37999725341797,66.55000305175781,BACKWARDATION,-3.8391,-6.4126
2026-06-23,70.61000061035156,69.0999984741211,68.0999984741211,66.25,BACKWARDATION,-3.5547,-6.1748
2026-06-24,69.43000030517578,68.23999786376953,67.23999786376953,65.30000305175781,BACKWARDATION,-3.1543,-5.9484
2026-06-25,70.81999969482422,69.61000061035156,68.66000366210938,66.87000274658203,BACKWARDATION,-3.05,-5.5775
2026-06-26,71.04000091552734,69.63999938964844,68.6500015258789,66.62999725341797,BACKWARDATION,-3.3643,-6.2078
2026-06-29,68.80000305175781,68.72000122070312,67.91999816894531,66.16999816894531,BACKWARDATION,-1.2791,-3.8227
