close,date,high,low,open,volume
39526.0,2024-06-25,39928.0,39393.0,39849.0,138524
39540.0,2024-06-26,39586.0,39306.0,39484.0,108026
39550.0,2024-06-27,39505.0,39490.0,39502.0,111391
39469.0,2024-06-28,39819.0,39284.0,39502.0,163770
39511.0,2024-07-01,39506.0,39495.0,39498.0,147942
39688.0,2024-07-02,39662.0,39650.0,39662.0,112627
39636.0,2024-07-03,39763.0,39568.0,39662.0,83475
39695.0,2024-07-05,39781.0,39488.0,39643.0,122137
39650.0,2024-07-08,40006.0,39595.0,39670.0,125692
39596.0,2024-07-09,39818.0,39450.0,39670.0,128209
40049.0,2024-07-10,40067.0,39558.0,39600.0,121614
40089.0,2024-07-11,40200.0,39937.0,40013.0,160829
40301.0,2024-07-12,40572.0,40021.0,40121.0,150766
40514.0,2024-07-15,40654.0,40338.0,40390.0,150278
41255.0,2024-07-16,41299.0,40457.0,40548.0,166127
41497.0,2024-07-17,41546.0,41095.0,41248.0,174716
40958.0,2024-07-18,41672.0,40886.0,41538.0,205758
40562.0,2024-07-19,41006.0,40466.0,40963.0,189677
40693.0,2024-07-22,40747.0,40488.0,40602.0,139016
40615.0,2024-07-23,40795.0,40567.0,40683.0,115515
40110.0,2024-07-24,40583.0,40053.0,40575.0,152717
40192.0,2024-07-25,40685.0,40055.0,40208.0,184808
40831.0,2024-07-26,40995.0,40233.0,40245.0,155670
40771.0,2024-07-29,41051.0,40606.0,40857.0,130218
40959.0,2024-07-30,40859.0,40754.0,40781.0,149217
41073.0,2024-07-31,41158.0,41058.0,41111.0,169551
40514.0,2024-08-01,40450.0,40339.0,40420.0,215461
39879.0,2024-08-02,40450.0,39518.0,40420.0,212531
38848.0,2024-08-05,39750.0,38541.0,39623.0,242089
39143.0,2024-08-06,39600.0,38760.0,39017.0,176254
38905.0,2024-08-07,39619.0,38753.0,39025.0,142292
39601.0,2024-08-08,39662.0,38689.0,38815.0,157507
39640.0,2024-08-09,39770.0,39355.0,39610.0,114018
39480.0,2024-08-12,39739.0,39366.0,39618.0,105369
39889.0,2024-08-13,39923.0,39344.0,39488.0,117644
40119.0,2024-08-14,40191.0,39786.0,39889.0,121965
40683.0,2024-08-15,40721.0,40113.0,40161.0,110463
40794.0,2024-08-16,40856.0,40546.0,40703.0,100505
41020.0,2024-08-19,41052.0,40741.0,40818.0,92057
40949.0,2024-08-20,41085.0,40875.0,40993.0,93913
41006.0,2024-08-21,41097.0,40850.0,40949.0,108175
40828.0,2024-08-22,41159.0,40684.0,41015.0,127189
41270.0,2024-08-23,41307.0,40836.0,40838.0,140263
41335.0,2024-08-26,41523.0,41229.0,41274.0,99787
41356.0,2024-08-27,41390.0,41181.0,41290.0,96513
41178.0,2024-08-28,41451.0,40920.0,41355.0,130784
41439.0,2024-08-29,41682.0,41153.0,41256.0,159394
41653.0,2024-08-30,41674.0,41231.0,41480.0,102870
41018.0,2024-09-03,41658.0,40866.0,41613.0,159446
41051.0,2024-09-04,41260.0,40849.0,41019.0,121303
40829.0,2024-09-05,41169.0,40593.0,41028.0,138408
40407.0,2024-09-06,41080.0,40264.0,40879.0,197595
40882.0,2024-09-09,41065.0,40331.0,40339.0,197595
40798.0,2024-09-10,40989.0,40463.0,40921.0,138158
40906.0,2024-09-11,40951.0,40034.0,40792.0,192949
41146.0,2024-09-12,41160.0,40701.0,40855.0,130197
41427.0,2024-09-13,41569.0,41127.0,41134.0,191485
41660.0,2024-09-16,41786.0,41388.0,41422.0,91320
41639.0,2024-09-17,41872.0,41502.0,41656.0,62078
41526.0,2024-09-18,42026.0,41470.0,41652.0,32390
42057.0,2024-09-19,42190.0,41580.0,41592.0,24247
41946.08984375,2024-09-20,42097.0,41836.0,42078.0,114933
42501.0,2024-09-23,42562.0,42321.0,42475.0,91631
42597.0,2024-09-24,42656.0,42409.0,42485.0,113321
42276.0,2024-09-25,42679.0,42206.0,42563.0,123728
42555.0,2024-09-26,42594.0,42231.0,42276.0,112722
42656.0,2024-09-27,43005.0,42489.0,42538.0,139040
42643.0,2024-09-30,42715.0,42245.0,42648.0,135308
42479.0,2024-10-01,42656.0,42251.0,42605.0,164845
42510.0,2024-10-02,42581.0,42285.0,42456.0,116855
42317.0,2024-10-03,42575.0,42142.0,42549.0,135656
42646.0,2024-10-04,42667.0,42252.0,42280.0,116866
42245.0,2024-10-07,42704.0,42117.0,42640.0,119734
42375.0,2024-10-08,42427.0,42091.0,42260.0,80028
42813.0,2024-10-09,42864.0,42254.0,42375.0,106755
42746.0,2024-10-10,42850.0,42587.0,42805.0,99978
43143.0,2024-10-11,43180.0,42666.0,42752.0,118550
43363.0,2024-10-14,43421.0,42986.0,43110.0,83232
43015.0,2024-10-15,43445.0,42964.0,43400.0,138662
43342.0,2024-10-16,43369.0,42937.0,43009.0,89835
43511.0,2024-10-17,43550.0,43254.0,43341.0,105205
43518.0,2024-10-18,43581.0,43286.0,43488.0,87055
43177.0,2024-10-21,43578.0,43111.0,43541.0,112154
43169.0,2024-10-22,43284.0,42946.0,43193.0,110912
42738.0,2024-10-23,43065.0,42512.0,42998.0,130296
42605.0,2024-10-24,42747.0,42410.0,42678.0,105909
42321.0,2024-10-25,42811.0,42245.0,42615.0,110648
42606.0,2024-10-28,42643.0,42610.0,42643.0,104638
42447.0,2024-10-29,42522.0,42490.0,42522.0,105163
42363.0,2024-10-30,42352.0,42281.0,42332.0,121540
41947.0,2024-10-31,42357.0,41873.0,42332.0,154927
42209.0,2024-11-01,42495.0,41893.0,41971.0,117549
41956.0,2024-11-04,42277.0,41791.0,42150.0,114195
42381.0,2024-11-05,42450.0,42430.0,42440.0,95861
43901.0,2024-11-06,43965.0,42416.0,42440.0,184773
43910.0,2024-11-07,44020.0,43806.0,43958.0,104530
44141.0,2024-11-08,44300.0,43854.0,43941.0,112833
44441.0,2024-11-11,44625.0,44142.0,44152.0,100781
44074.0,2024-11-12,44556.0,44039.0,44438.0,126581
44108.0,2024-11-13,44280.0,43897.0,44071.0,117344
43901.0,2024-11-14,44261.0,43816.0,44131.0,113557
43568.0,2024-11-15,43911.0,43478.0,43901.0,132267
43540.0,2024-11-18,43654.0,43398.0,43581.0,100133
43400.0,2024-11-19,43622.0,42991.0,43540.0,124808
43516.0,2024-11-20,43590.0,43181.0,43403.0,104006
43989.0,2024-11-21,44146.0,43383.0,43567.0,137118
44395.0,2024-11-22,44452.0,43818.0,43989.0,126564
44826.0,2024-11-25,44915.0,44490.0,44499.0,118684
44951.0,2024-11-26,45002.0,44532.0,44849.0,120238
44828.0,2024-11-27,45121.0,44790.0,44975.0,98544
45055.0,2024-11-29,45171.0,44820.0,44846.0,90521
44905.0,2024-12-02,45138.0,44820.0,45048.0,85541
44808.0,2024-12-03,44987.0,44680.0,44891.0,80735
45106.0,2024-12-04,45176.0,44871.0,44903.0,96582
44867.0,2024-12-05,45154.0,44812.0,45094.0,82280
44706.0,2024-12-06,44984.0,44660.0,44854.0,75941
44479.0,2024-12-09,44809.0,44451.0,44709.0,91100
44335.0,2024-12-10,44553.0,44261.0,44489.0,82772
44222.0,2024-12-11,44442.0,44181.0,44335.0,87556
43977.0,2024-12-12,44272.0,43941.0,44199.0,99962
43866.0,2024-12-13,44091.0,43811.0,43977.0,132448
43768.0,2024-12-16,43993.0,43721.0,43848.0,88147
43474.0,2024-12-17,43772.0,43367.0,43743.0,59593
42323.0,2024-12-18,43724.0,42191.0,43478.0,46786
42358.0,2024-12-19,42790.0,42350.0,42406.0,36198
42197.66015625,2024-12-20,42401.0,42063.0,42390.0,161904
43319.0,2024-12-23,43480.0,42928.0,43356.0,96081
43645.0,2024-12-24,43664.0,43245.0,43352.0,45310
43702.0,2024-12-26,43746.0,43430.0,43645.0,59571
43344.0,2024-12-27,43710.0,43076.0,43668.0,107133
42927.0,2024-12-30,43381.0,42583.0,43300.0,126738
42873.0,2024-12-31,43100.0,42723.0,42915.0,97500
42694.0,2025-01-02,43246.0,42463.0,42935.0,136925
43021.0,2025-01-03,43077.0,42655.0,42707.0,82608
42982.0,2025-01-06,43409.0,42886.0,43024.0,118919
42803.0,2025-01-07,43212.0,42652.0,43028.0,132800
42878.0,2025-01-08,42940.0,42592.0,42786.0,107849
42822.0,2025-01-09,42906.0,42725.0,42882.0,15856
42160.0,2025-01-10,42903.0,42089.0,42821.0,161203
42523.0,2025-01-13,42565.0,41967.0,42206.0,116452
42752.0,2025-01-14,42825.0,42374.0,42569.0,112142
43466.0,2025-01-15,43569.0,42752.0,42810.0,120520
43372.0,2025-01-16,43573.0,43285.0,43482.0,104177
43695.0,2025-01-17,43866.0,43318.0,43345.0,90443
44238.0,2025-01-21,44277.0,43497.0,43681.0,121477
44353.0,2025-01-22,44417.0,44196.0,44246.0,80009
44749.0,2025-01-23,44757.0,44310.0,44362.0,85190
44602.0,2025-01-24,44773.0,44523.0,44730.0,72971
44904.0,2025-01-27,44931.0,44009.0,44475.0,162119
45031.0,2025-01-28,45159.0,44743.0,44905.0,97891
44890.0,2025-01-29,45144.0,44748.0,45021.0,94255
45055.0,2025-01-30,45189.0,44779.0,44901.0,110111
44698.0,2025-01-31,45227.0,44656.0,45120.0,130437
44565.0,2025-02-03,44814.0,43965.0,44449.0,165839
44697.0,2025-02-04,44826.0,44349.0,44826.0,97576
45004.0,2025-02-05,45057.0,44467.0,44660.0,91191
44863.0,2025-02-06,45177.0,44659.0,45045.0,92672
44421.0,2025-02-07,44967.0,44384.0,44790.0,113995
44580.0,2025-02-10,44734.0,44100.0,44177.0,79522
44708.0,2025-02-11,44749.0,44395.0,44574.0,76806
44462.0,2025-02-12,44733.0,44188.0,44699.0,118283
44811.0,2025-02-13,44878.0,44358.0,44512.0,105815
44635.0,2025-02-14,44879.0,44590.0,44825.0,75021
44643.0,2025-02-18,44760.0,44409.0,44655.0,106938
44711.0,2025-02-19,44723.0,44396.0,44638.0,94563
44268.0,2025-02-20,44684.0,44034.0,44655.0,107820
43486.0,2025-02-21,44331.0,43419.0,44264.0,161185
43535.0,2025-02-24,43596.0,43567.0,43589.0,133124
43690.0,2025-02-25,43784.0,43727.0,43735.0,151607
43506.0,2025-02-26,43485.0,43447.0,43484.0,149716
43297.0,2025-02-27,43949.0,43277.0,43484.0,206242
43889.0,2025-02-28,43933.0,43155.0,43325.0,177424
43247.0,2025-03-03,43356.0,43309.0,43356.0,195673
42594.0,2025-03-04,43363.0,42421.0,43356.0,216142
43066.0,2025-03-05,43196.0,42474.0,42881.0,194474
42616.0,2025-03-06,43094.0,42423.0,43066.0,185559
42838.0,2025-03-07,42944.0,42208.0,42651.0,180654
41947.0,2025-03-10,42722.0,41666.0,42722.0,186005
41475.0,2025-03-11,42128.0,41219.0,42036.0,211864
41395.0,2025-03-12,42025.0,41047.0,41510.0,142788
40863.0,2025-03-13,41497.0,40707.0,41367.0,144979
41510.0,2025-03-14,41564.0,40913.0,40913.0,142747
41883.0,2025-03-17,41908.0,41880.0,41880.0,103601
41600.0,2025-03-18,41597.0,41590.0,41593.0,47828
41995.0,2025-03-19,42001.0,42001.0,42001.0,25041
41961.0,2025-03-20,42264.0,41705.0,42001.0,18404
41620.0,2025-03-21,42000.0,41558.0,41961.0,100620
42898.0,2025-03-24,42968.0,42426.0,42426.0,87199
42906.0,2025-03-25,43024.0,42765.0,42892.0,79913
42746.0,2025-03-26,43148.0,42636.0,42927.0,99149
42602.0,2025-03-27,42873.0,42459.0,42644.0,105295
41851.0,2025-03-28,42666.0,41714.0,42616.0,118790
42259.0,2025-03-31,42423.0,41428.0,41600.0,133278
42241.0,2025-04-01,42417.0,41776.0,42219.0,147576
42492.0,2025-04-02,42836.0,41878.0,42231.0,153443
40776.0,2025-04-03,41870.0,40655.0,41870.0,192468
38530.0,2025-04-04,40747.0,38303.0,40696.0,263195
38165.0,2025-04-07,39427.0,36708.0,37761.0,253484
37862.0,2025-04-08,39649.0,37296.0,38486.0,231381
40836.0,2025-04-09,41029.0,36882.0,37746.0,219474
39797.0,2025-04-10,41140.0,38631.0,40956.0,256176
40399.0,2025-04-11,40613.0,39211.0,39740.0,192418
40741.0,2025-04-14,40994.0,40034.0,40703.0,144045
40575.0,2025-04-15,41010.0,40524.0,40669.0,134251
39853.0,2025-04-16,40712.0,39584.0,40500.0,172679
39329.0,2025-04-17,40292.0,39130.0,39867.0,166005
38328.0,2025-04-21,39250.0,37998.0,39212.0,104848
39357.0,2025-04-22,39449.0,38246.0,38312.0,127737
39775.0,2025-04-23,40559.0,39653.0,39695.0,136093
40262.0,2025-04-24,40408.0,39408.0,39775.0,86441
40254.0,2025-04-25,40377.0,39860.0,40254.0,79608
40368.0,2025-04-28,40565.0,40012.0,40231.0,77484
40658.0,2025-04-29,40775.0,40293.0,40332.0,83270
40770.0,2025-04-30,40932.0,39867.0,40710.0,114915
40855.0,2025-05-01,41222.0,40734.0,40841.0,78630
41427.0,2025-05-02,41506.0,40766.0,40820.0,80975
41319.0,2025-05-05,41555.0,41102.0,41405.0,68412
40918.0,2025-05-06,41349.0,40763.0,41319.0,74597
41214.0,2025-05-07,41375.0,40814.0,40814.0,86543
41468.0,2025-05-08,41873.0,41113.0,41156.0,90437
41323.0,2025-05-09,41623.0,41225.0,41477.0,68801
42493.0,2025-05-12,42563.0,41675.0,41846.0,89227
42228.0,2025-05-13,42536.0,42198.0,42525.0,73079
42117.0,2025-05-14,42339.0,42027.0,42245.0,64352
42385.0,2025-05-15,42453.0,41841.0,42090.0,80210
42736.0,2025-05-16,42763.0,42331.0,42440.0,58931
42885.0,2025-05-19,42941.0,42337.0,42472.0,74395
42772.0,2025-05-20,42976.0,42570.0,42885.0,55557
41947.0,2025-05-21,42742.0,41853.0,42742.0,90321
41925.0,2025-05-22,42177.0,41694.0,41856.0,74433
41674.0,2025-05-23,42028.0,41236.0,41986.0,90914
42410.0,2025-05-27,42476.0,41651.0,41687.0,80609
42170.0,2025-05-28,42515.0,42104.0,42467.0,59356
42267.0,2025-05-29,42778.0,41874.0,42193.0,88209
42294.0,2025-05-30,42439.0,41956.0,42243.0,82302
42374.0,2025-06-02,42415.0,41903.0,42214.0,71149
42598.0,2025-06-03,42637.0,42113.0,42375.0,59354
42500.0,2025-06-04,42709.0,42465.0,42572.0,52521
42369.0,2025-06-05,42738.0,42265.0,42471.0,0
42809.0,2025-06-06,42979.0,42341.0,42369.0,75697
42796.0,2025-06-09,42936.0,42600.0,42844.0,58530
42911.0,2025-06-10,42968.0,42672.0,42801.0,57289
42908.0,2025-06-11,43200.0,42754.0,42881.0,84507
42990.0,2025-06-12,43002.0,42586.0,42874.0,79999
42207.0,2025-06-13,42954.0,42090.0,42954.0,138945
42537.0,2025-06-16,42747.0,41920.0,42024.0,69521
42228.0,2025-06-17,42576.0,42148.0,42551.0,54034
42188.0,2025-06-18,42532.0,42096.0,42197.0,0
42356.0,2025-06-20,42376.0,41769.0,42187.0,110057
42901.0,2025-06-23,42932.0,42096.0,42262.0,107820
43424.0,2025-06-24,43515.0,42896.0,42902.0,78642
43306.0,2025-06-25,43468.0,43174.0,43419.0,60532
43718.0,2025-06-26,43752.0,43272.0,43292.0,62751
44125.0,2025-06-27,44288.0,43743.0,43761.0,84774
44389.0,2025-06-30,44442.0,44185.0,44201.0,70245
44807.0,2025-07-01,44916.0,44285.0,44348.0,87816
44776.0,2025-07-02,44961.0,44641.0,44809.0,66084
45098.0,2025-07-03,45177.0,44751.0,44785.0,0
44847.0,2025-07-04,45108.0,44785.0,45107.0,0
44677.0,2025-07-07,45131.0,44428.0,44915.0,92932
44512.0,2025-07-08,44715.0,44471.0,44550.0,68382
44719.0,2025-07-09,44829.0,44422.0,44506.0,65736
44908.0,2025-07-10,45043.0,44565.0,44728.0,57560
44599.0,2025-07-11,44942.0,44508.0,44871.0,79034
44692.0,2025-07-14,44706.0,44324.0,44452.0,61425
44247.0,2025-07-15,44827.0,44182.0,44672.0,93548
44459.0,2025-07-16,44481.0,43973.0,44171.0,102194
44718.0,2025-07-17,44774.0,44354.0,44431.0,78975
44540.0,2025-07-18,44858.0,44423.0,44735.0,82856
44547.0,2025-07-21,44815.0,44491.0,44537.0,68929
44711.0,2025-07-22,44749.0,44423.0,44594.0,80544
45214.0,2025-07-23,45234.0,44718.0,44746.0,96803
44899.0,2025-07-24,45132.0,44865.0,45111.0,80006
45084.0,2025-07-25,45126.0,44818.0,44935.0,70780
45012.0,2025-07-28,45312.0,44911.0,45245.0,62836
44816.0,2025-07-29,45121.0,44735.0,45000.0,83467
44633.0,2025-07-30,44909.0,44418.0,44758.0,85106
44305.0,2025-07-31,44852.0,44208.0,44725.0,106830
43710.0,2025-08-01,44323.0,43464.0,44269.0,136725
44303.0,2025-08-04,44392.0,43633.0,43675.0,84459
44236.0,2025-08-05,44432.0,44040.0,44393.0,89843
44312.0,2025-08-06,44482.0,44125.0,44243.0,71110
44080.0,2025-08-07,44615.0,43900.0,44298.0,101707
44278.0,2025-08-08,44385.0,44083.0,44113.0,63973
44084.0,2025-08-11,44413.0,44005.0,44312.0,72036
44558.0,2025-08-12,44604.0,44026.0,44060.0,92723
45025.0,2025-08-13,45070.0,44504.0,44566.0,82505
44997.0,2025-08-14,45142.0,44770.0,45025.0,87950
45040.0,2025-08-15,45371.0,44981.0,45120.0,87457
44986.0,2025-08-18,45116.0,44897.0,45029.0,60967
44999.0,2025-08-19,45289.0,44834.0,44993.0,79737
44995.0,2025-08-20,45122.0,44830.0,45007.0,97750
44854.0,2025-08-21,45029.0,44642.0,45003.0,79754
45715.0,2025-08-22,45841.0,44746.0,44891.0,123023
45351.0,2025-08-25,45766.0,45335.0,45721.0,71586
45489.0,2025-08-26,45530.0,45183.0,45392.0,68038
45642.0,2025-08-27,45700.0,45446.0,45510.0,64387
45706.0,2025-08-28,45801.0,45501.0,45655.0,74179
45601.0,2025-08-29,45687.0,45424.0,45656.0,0
45351.0,2025-09-02,45752.0,45000.0,45685.0,136291
45308.0,2025-09-03,45376.0,45035.0,45323.0,82162
45688.0,2025-09-04,45717.0,45223.0,45249.0,75762
45459.0,2025-09-05,45832.0,45258.0,45697.0,99102
45575.0,2025-09-08,45591.0,45321.0,45475.0,73057
45757.0,2025-09-09,45807.0,45471.0,45580.0,85532
45540.0,2025-09-10,45844.0,45414.0,45702.0,90167
46141.0,2025-09-11,46176.0,45503.0,45506.0,97178
45854.0,2025-09-12,46166.0,45831.0,46150.0,91322
45921.0,2025-09-15,46008.0,45797.0,45860.0,71108
45784.0,2025-09-16,45989.0,45680.0,45886.0,57704
46021.0,2025-09-17,46293.0,45701.0,45805.0,27300
46168.0,2025-09-18,46379.0,45962.0,46073.0,15015
46328.0,2025-09-19,46354.0,46058.0,46235.0,84965
46724.0,2025-09-22,46784.0,46362.0,46605.0,68088
46637.0,2025-09-23,47055.0,46545.0,46702.0,103156
46441.0,2025-09-24,46789.0,46415.0,46670.0,85279
46268.0,2025-09-25,46540.0,46098.0,46490.0,90876
46556.0,2025-09-26,46668.0,46234.0,46275.0,100031
46612.0,2025-09-29,46787.0,46442.0,46565.0,70892
46689.0,2025-09-30,46717.0,46386.0,46580.0,84040
46725.0,2025-10-01,46817.0,46335.0,46617.0,88706
46806.0,2025-10-02,46872.0,46543.0,46719.0,80587
47031.0,2025-10-03,47323.0,46762.0,46795.0,100666
46958.0,2025-10-06,47162.0,46693.0,47048.0,92174
46852.0,2025-10-07,47137.0,46700.0,46952.0,93716
46867.0,2025-10-08,47081.0,46752.0,46876.0,74108
46593.0,2025-10-09,46938.0,46507.0,46880.0,90262
45706.0,2025-10-10,46883.0,45387.0,46578.0,157561
46298.0,2025-10-13,46385.0,45837.0,45837.0,157561
46500.0,2025-10-14,46743.0,45663.0,46298.0,164896
46492.0,2025-10-15,46915.0,46236.0,46468.0,112865
46160.0,2025-10-16,46703.0,45984.0,46532.0,143805
46381.0,2025-10-17,46518.0,45605.0,46126.0,149634
