date,oi,am_long,am_short,dealer_long,dealer_short,lev_long,lev_short,other_long,other_short,mm_long,mm_short,mm_net,pm_long,pm_short,pm_net,sd_long,sd_short,sd_net,other_net
2006-06-13,2513373,420042,648335,330343,159734,381491,304402,241517,143009,801533,952737,-151204,330343,159734,170609,381491,304402,77089,98508
2006-06-20,2677931,498550,769184,422104,131331,404091,413354,241032,116336,902641,1182538,-279897,422104,131331,290773,404091,413354,-9263,124696
2006-06-27,2725381,529278,842446,444807,165090,433849,407058,272034,132351,963127,1249504,-286377,444807,165090,279717,433849,407058,26791,139683
2006-07-03,2679562,520816,844433,429246,155956,381831,352083,292868,126087,902647,1196516,-293869,429246,155956,273290,381831,352083,29748,166781
2006-07-11,2637489,549853,788583,377745,177117,385898,333610,266343,156440,935751,1122193,-186442,377745,177117,200628,385898,333610,52288,109903
2006-07-18,2686760,552342,792957,394529,136707,401590,362631,239222,165157,953932,1155588,-201656,394529,136707,257822,401590,362631,38959,74065
2006-07-25,2500519,501609,791393,339458,146089,385971,252652,241664,159577,887580,1044045,-156465,339458,146089,193369,385971,252652,133319,82087
2006-08-01,2691319,499363,819610,345619,197995,416958,230481,261742,178755,916321,1050091,-133770,345619,197995,147624,416958,230481,186477,82987
2006-08-08,2835724,482443,871390,304250,153341,478498,256422,235349,139593,960941,1127812,-166871,304250,153341,150909,478498,256422,222076,95756
2006-08-15,2923784,454460,968481,290828,152852,521721,232982,240064,101644,976181,1201463,-225282,290828,152852,137976,521721,232982,288739,138420
2006-08-22,3103108,424417,1049460,276058,146989,589342,220575,241745,84103,1013759,1270035,-256276,276058,146989,129069,589342,220575,368767,157642
2006-08-29,2871244,404394,1111785,333904,112873,620824,202639,173253,77223,1025218,1314424,-289206,333904,112873,221031,620824,202639,418185,96030
2006-09-05,2856693,463294,1088525,304507,153197,659758,206575,182476,89012,1123052,1295100,-172048,304507,153197,151310,659758,206575,453183,93464
2006-09-12,2879315,470076,1161375,345625,155427,672825,201472,169005,77824,1142901,1362847,-219946,345625,155427,190198,672825,201472,471353,91181
2006-09-19,2940951,479315,1127650,339226,180893,714700,231978,168425,80186,1194015,1359628,-165613,339226,180893,158333,714700,231978,482722,88239
