date,oi,am_long,am_short,dealer_long,dealer_short,lev_long,lev_short,other_long,other_short,mm_long,mm_short,mm_net,pm_long,pm_short,pm_net,sd_long,sd_short,sd_net,other_net
2006-06-13,1029967,224897,200610,86728,69973,142685,92381,10426,62516,367582,292991,74591,86728,69973,16755,142685,92381,50304,-52090
2006-06-20,987549,232602,187248,109545,51024,118183,103497,13989,55827,350785,290745,60040,109545,51024,58521,118183,103497,14686,-41838
2006-06-27,996884,242496,190604,133483,53511,116511,130885,14236,62594,359007,321489,37518,133483,53511,79972,116511,130885,-14374,-48358
2006-07-03,983962,248341,186933,102321,59128,108538,104684,21799,57670,356879,291617,65262,102321,59128,43193,108538,104684,3854,-35871
2006-07-11,1008588,257166,204869,87592,85588,102817,82953,22743,48285,359983,287822,72161,87592,85588,2004,102817,82953,19864,-25542
2006-07-18,1022197,259228,215398,98633,55315,102061,94876,22617,53506,361289,310274,51015,98633,55315,43318,102061,94876,7185,-30889
2006-07-25,987296,256757,228599,83297,80289,117700,76420,28723,49887,374457,305019,69438,83297,80289,3008,117700,76420,41280,-21164
2006-08-01,1034381,254504,234913,76579,71886,126613,78883,25588,48897,381117,313796,67321,76579,71886,4693,126613,78883,47730,-23309
2006-08-08,1098973,241408,252706,82323,75245,127456,73411,28434,35376,368864,326117,42747,82323,75245,7078,127456,73411,54045,-6942
2006-08-15,1115917,252667,248748,75511,92413,111607,72418,26194,37574,364274,321166,43108,75511,92413,-16902,111607,72418,39189,-11380
2006-08-22,1156404,251038,254141,76803,78202,132836,84147,26400,37126,383874,338288,45586,76803,78202,-1399,132836,84147,48689,-10726
2006-08-29,1031591,229567,246846,75642,77595,143715,75824,21994,35511,373282,322670,50612,75642,77595,-1953,143715,75824,67891,-13517
2006-09-05,993017,221861,253472,67182,62197,146876,87655,25320,32896,368737,341127,27610,67182,62197,4985,146876,87655,59221,-7576
2006-09-12,980088,231077,256974,53362,63006,145750,83202,22621,36777,376827,340176,36651,53362,63006,-9644,145750,83202,62548,-14156
2006-09-19,965665,231200,271409,52424,51392,140366,90004,25672,28242,371566,361413,10153,52424,51392,1032,140366,90004,50362,-2570
2006-09-26,1032023,243493,291004,65438,59089,155299,83689,18937,28437,398792,374693,24099,65438,59089,6349,155299,83689,71610,-9500
2006-10-03,1048389,244917,281617,57585,79650,149840,80795,23154,29707,394757,362412,32345,57585,79650,-22065,149840,80795,69045,-6553
