date,oi,am_long,am_short,dealer_long,dealer_short,lev_long,lev_short,other_long,other_short,mm_long,mm_short,mm_net,pm_long,pm_short,pm_net,sd_long,sd_short,sd_net,other_net
2006-06-13,549479,210705,103700,39390,60610,86611,179082,36399,36438,297316,282782,14534,39390,60610,-21220,86611,179082,-92471,-39
2006-06-20,562365,227583,98603,35331,51824,102675,203918,38230,37043,330258,302521,27737,35331,51824,-16493,102675,203918,-101243,1187
2006-06-27,562324,224220,97363,34296,63381,105281,193656,47054,45670,329501,291019,38482,34296,63381,-29085,105281,193656,-88375,1384
2006-07-03,562709,216747,98133,38878,52565,89119,192806,47325,49867,305866,290939,14927,38878,52565,-13687,89119,192806,-103687,-2542
2006-07-11,581531,217844,108999,46534,76794,97840,182020,49586,41962,315684,291019,24665,46534,76794,-30260,97840,182020,-84180,7624
2006-07-18,593417,219257,115370,52289,83407,97153,184342,48006,40515,316410,299712,16698,52289,83407,-31118,97153,184342,-87189,7491
2006-07-25,642296,243797,116774,59957,138049,91302,144433,47864,47340,335099,261207,73892,59957,138049,-78092,91302,144433,-53131,524
2006-08-01,687602,259122,111099,65910,144893,100102,200115,59213,42228,359224,311214,48010,65910,144893,-78983,100102,200115,-100013,16985
2006-08-08,681134,258849,113504,62076,141318,82586,206602,68611,38766,341435,320106,21329,62076,141318,-79242,82586,206602,-124016,29845
2006-08-15,696504,266314,105414,64923,124510,66592,224638,70368,39550,332906,330052,2854,64923,124510,-59587,66592,224638,-158046,30818
2006-08-22,743684,294510,110092,58795,141149,71207,245974,74144,35264,365717,356066,9651,58795,141149,-82354,71207,245974,-174767,38880
2006-08-29,757704,279636,105384,63072,114619,67225,241017,67812,33284,346861,346401,460,63072,114619,-51547,67225,241017,-173792,34528
2006-09-05,710275,258443,95220,65205,161020,56958,196669,64856,32346,315401,291889,23512,65205,161020,-95815,56958,196669,-139711,32510
2006-09-12,692691,267323,94977,74599,162402,49949,219297,76148,31069,317272,314274,2998,74599,162402,-87803,49949,219297,-169348,45079
2006-09-19,695688,273098,95529,66393,153683,62145,226213,76127,35844,335243,321742,13501,66393,153683,-87290,62145,226213,-164068,40283
2006-09-26,693104,259922,130339,72789,123317,79209,218983,57040,30077,339131,349322,-10191,72789,123317,-50528,79209,218983,-139774,26963
2006-10-03,711388,275637,131793,82739,131431,85458,222726,39603,44683,361095,354519,6576,82739,131431,-48692,85458,222726,-137268,-5080
2006-10-10,692002,273258,131155,84336,120083,80429,217171,33936,48556,353687,348326,5361,84336,120083,-35747,80429,217171,-136742,-14620
2006-10-17,702761,271274,138723,82379,105523,84613,220973,34824,45726,355887,359696,-3809,82379,105523,-23144,84613,220973,-136360,-10902
2006-10-24,699374,259071,141132,80297,93204,82825,212180,53649,44273,341896,353312,-11416,80297,93204,-12907,82825,212180,-129355,9376
2006-10-31,683452,260647,138275,72831,107809,78095,202395,53208,42876,338742,340670,-1928,72831,107809,-34978,78095,202395,-124300,10332
2006-11-07,672534,256942,142450,78998,99636,76263,186111,46195,47039,333205,328561,4644,78998,99636,-20638,76263,186111,-109848,-844
2006-11-14,685964,255271,138834,92326,99184,76352,185947,29706,43421,331623,324781,6842,92326,99184,-6858,76352,185947,-109595,-13715
2006-11-21,738086,259371,107482,109377,129426,58137,207879,43687,38830,317508,315361,2147,109377,129426,-20049,58137,207879,-149742,4857
2006-11-28,798959,252473,102591,102024,149608,62592,208451,38684,39434,315065,311042,4023,102024,149608,-47584,62592,208451,-145859,-750
2006-12-05,765852,261687,108193,91113,159507,86870,197380,40674,43029,348557,305573,42984,91113,159507,-68394,86870,197380,-110510,-2355
2006-12-12,716088,265670,114701,93126,148790,78292,202658,53175,53531,343962,317359,26603,93126,148790,-55664,78292,202658,-124366,-356
2006-12-19,716001,273360,117710,106926,139436,63247,203819,57555,59245,336607,321529,15078,106926,139436,-32510,63247,203819,-140572,-1690
2006-12-26,718501,282264,120156,110940,143840,71902,202278,56795,69241,354166,322434,31732,110940,143840,-32900,71902,202278,-130376,-12446
2007-01-03,758453,290286,121974,124295,153597,72010,200370,63214,78074,362296,322344,39952,124295,153597,-29302,72010,200370,-128360,-14860
2007-01-09,794141,295761,115726,114995,157725,87955,222843,66459,80513,383716,338569,45147,114995,157725,-42730,87955,222843,-134888,-14054
2007-01-16,771272,300567,118115,101582,155702,100105,228102,69012,80045,400672,346217,54455,101582,155702,-54120,100105,228102,-127997,-11033
2007-01-23,774553,289274,124368,105142,138696,105921,234788,65160,76164,395195,359156,36039,105142,138696,-33554,105921,234788,-128867,-11004
2007-01-30,806962,276218,131788,143094,149249,109618,242527,66719,69881,385836,374315,11521,143094,149249,-6155,109618,242527,-132909,-3162
2007-02-06,838979,278145,108768,180598,150433,68102,271249,69621,72264,346247,380017,-33770,180598,150433,30165,68102,271249,-203147,-2643
2007-02-13,821042,281386,128500,160145,154939,96506,272526,57041,48972,377892,401026,-23134,160145,154939,5206,96506,272526,-176020,8069
2007-02-20,852208,282647,127585,172946,169099,97605,276408,56588,49116,380252,403993,-23741,172946,169099,3847,97605,276408,-178803,7472
2007-02-27,879063,269355,136731,129713,112524,100057,272218,43626,41324,369412,408949,-39537,129713,112524,17189,100057,272218,-172161,2302
2007-03-06,850442,313455,165887,115314,150639,109642,267216,47076,37326,423097,433103,-10006,115314,150639,-35325,109642,267216,-157574,9750
