call_gex,call_oi,net_gex,put_gex,put_oi,strike
1812.67,264.0,-35562.48,-37375.15,9552.0,204.78
8785.44,498.0,-74806.16,-83591.6,12206.0,205.0
1682.67,231.0,-159.28,-1841.95,514.0,209.78
521.14,31.0,-30550.77,-31071.92,5184.0,210.0
154.54,27.0,-780.23,-934.78,222.0,214.78
2319.03,119.0,-18911.85,-21230.88,2668.0,215.0
323.32,51.0,-510.67,-833.99,181.0,219.78
577.99,101.0,-23119.15,-23697.14,3575.0,220.0
39.4,6.0,-1497.43,-1536.84,306.0,224.78
1522.24,47.0,-57826.59,-59348.83,1852.0,225.0
63.12,9.0,-2271.13,-2334.25,428.0,229.78
1703.76,48.0,-20508.78,-22212.53,1706.0,230.0
0.0,0.0,-13366.03,-13366.03,2265.0,234.78
2614.1,68.0,-8445.93,-11060.03,574.0,235.0
71.71,9.0,-2937.05,-3008.76,492.0,239.78
4175.05,234.0,-23071.56,-27246.61,2248.0,240.0
330.17,40.0,-4798.15,-5128.32,722.0,244.78
14698.68,685.0,4811.08,-9887.6,1101.0,245.0
868.37,99.0,-4914.25,-5782.61,760.0,249.78
6933.23,330.0,-421977.39,-428910.62,18397.0,250.0
1261.46,132.0,-4745.12,-6006.59,762.0,254.78
2189.18,52.0,-39002.58,-41191.75,2958.0,255.0
504.3,51.0,-11491.88,-11996.18,1424.0,259.78
1032.88,34.0,-50844.86,-51877.74,3700.0,260.0
439.67,41.0,-7590.97,-8030.63,867.0,264.78
2297.73,74.0,-33358.87,-35656.6,2052.0,265.0
1405.86,124.0,-36949.56,-38355.43,3606.0,269.78
1166.12,41.0,-29916.64,-31082.77,2570.0,270.0
635.94,52.0,-5891.65,-6527.58,579.0,274.78
2681.38,136.0,-70628.92,-73310.29,4700.0,275.0
568.01,44.0,-4739.75,-5307.76,435.0,279.78
1020.92,31.0,-97214.81,-98235.73,4054.0,280.0
368.56,23.0,-50101.24,-50469.8,3839.0,284.78
3866.43,96.0,-174594.47,-178460.91,5114.0,285.0
323.91,19.0,-6872.39,-7196.3,539.0,289.78
3048.13,80.0,-166925.79,-169973.92,5036.0,290.0
830.9,57.0,-42723.24,-43554.14,2870.0,294.78
7174.26,228.0,-66508.22,-73682.48,2957.0,295.0
1974.75,122.0,-37633.96,-39608.71,2438.0,299.78
45368.09,1081.0,-610714.74,-656082.83,22894.0,300.0
2292.09,123.0,-4793.36,-7085.45,402.0,304.78
4842.19,107.0,-158058.74,-162900.93,4681.0,305.0
1292.48,68.0,-8294.03,-9586.5,503.0,309.78
7260.17,157.0,-175176.11,-182436.28,5012.0,310.0
949.99,47.0,-9074.98,-10024.97,488.0,314.78
9589.86,190.0,-122973.85,-132563.71,6002.0,315.0
423.96,20.0,-49326.15,-49750.1,2280.0,319.78
30746.26,491.0,-141605.01,-172351.27,4871.0,320.0
864.28,37.0,-13967.64,-14831.92,626.0,324.78
19171.93,296.0,-201325.57,-220497.5,5157.0,325.0
675.01,27.0,-153686.01,-154361.02,6024.0,329.78
13990.25,208.0,-169955.76,-183946.01,5829.0,330.0
5366.35,108.0,-50682.17,-56048.52,1128.0,334.78
8745.16,141.0,-131696.52,-140441.68,3630.0,335.0
1093.14,22.0,-39452.59,-40545.74,816.0,339.78
10484.25,158.0,-480455.06,-490939.31,9464.0,340.0
9788.61,197.0,-396115.93,-405904.55,8169.0,344.78
6558.87,104.0,-244164.23,-250723.1,4332.0,345.0
21018.19,423.0,-103898.45,-124916.64,2514.0,349.78
36670.04,452.0,-5389947.85,-5426617.89,59409.0,350.0
1043.46,21.0,-37961.94,-39005.39,785.0,354.78
5018.53,56.0,-376610.34,-381628.87,5521.0,355.0
5217.28,105.0,-117910.58,-123127.86,2478.0,359.78
32446.53,372.0,-515723.54,-548170.07,8402.0,360.0
1341.59,27.0,-32198.08,-33539.67,675.0,364.78
13813.38,204.0,-1105589.38,-1119402.76,14253.0,365.0
2583.8,52.0,-196915.13,-199498.93,4015.0,369.78
35080.01,525.0,-423683.53,-458763.54,7147.0,370.0
3378.81,68.0,-98631.48,-102010.29,2053.0,374.78
9887.99,122.0,-461180.85,-471068.84,7322.0,375.0
5217.28,105.0,-247746.37,-252963.65,5091.0,379.78
18732.53,194.0,-2347033.6,-2365766.12,21137.0,380.0
1540.34,31.0,-26285.16,-27825.5,560.0,384.78
11279.27,138.0,-838056.64,-849335.91,8440.0,385.0
2285.67,46.0,-57539.17,-59824.83,1204.0,389.78
28719.9,363.0,-2683143.35,-2711863.25,30496.0,390.0
2981.3,60.0,-37564.43,-40545.74,816.0,394.78
25092.64,204.0,-653826.86,-678919.51,8751.0,395.0
12273.04,247.0,-171275.92,-183548.95,3694.0,399.78
285360.49,2332.0,-11355208.82,-11640569.31,131444.0,400.0
4124.14,83.0,-66731.52,-70855.66,1426.0,404.78
22806.98,206.0,-805155.57,-827962.55,13468.0,405.0
