avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
43.86,51.3,126.67,Crude Oil ETF,4602,1.155,0.458,USO,2026-08-26 14:31:11
