avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
52.44,54.45,128.59,Crude Oil ETF,4258,1.04,0.615,USO,2026-07-21 17:02:24
