date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-08-04,75.80000305175781,74.4000015258789,73.08000183105469,70.45999908447266,BACKWARDATION,-3.5884,-7.0449
