am_long,am_short,date,dealer_long,dealer_short,lev_long,lev_short,mm_long,mm_net,mm_short,oi,other_long,other_net,other_short,pm_long,pm_net,pm_short,sd_long,sd_net,sd_short
210705,103700,2006-06-13 00:00:00,39390,60610,86611,179082,297316,14534,282782,549479,36399,-39,36438,39390,-21220,60610,86611,-92471,179082
227583,98603,2006-06-20 00:00:00,35331,51824,102675,203918,330258,27737,302521,562365,38230,1187,37043,35331,-16493,51824,102675,-101243,203918
224220,97363,2006-06-27 00:00:00,34296,63381,105281,193656,329501,38482,291019,562324,47054,1384,45670,34296,-29085,63381,105281,-88375,193656
216747,98133,2006-07-03 00:00:00,38878,52565,89119,192806,305866,14927,290939,562709,47325,-2542,49867,38878,-13687,52565,89119,-103687,192806
217844,108999,2006-07-11 00:00:00,46534,76794,97840,182020,315684,24665,291019,581531,49586,7624,41962,46534,-30260,76794,97840,-84180,182020
219257,115370,2006-07-18 00:00:00,52289,83407,97153,184342,316410,16698,299712,593417,48006,7491,40515,52289,-31118,83407,97153,-87189,184342
243797,116774,2006-07-25 00:00:00,59957,138049,91302,144433,335099,73892,261207,642296,47864,524,47340,59957,-78092,138049,91302,-53131,144433
259122,111099,2006-08-01 00:00:00,65910,144893,100102,200115,359224,48010,311214,687602,59213,16985,42228,65910,-78983,144893,100102,-100013,200115
258849,113504,2006-08-08 00:00:00,62076,141318,82586,206602,341435,21329,320106,681134,68611,29845,38766,62076,-79242,141318,82586,-124016,206602
266314,105414,2006-08-15 00:00:00,64923,124510,66592,224638,332906,2854,330052,696504,70368,30818,39550,64923,-59587,124510,66592,-158046,224638
294510,110092,2006-08-22 00:00:00,58795,141149,71207,245974,365717,9651,356066,743684,74144,38880,35264,58795,-82354,141149,71207,-174767,245974
279636,105384,2006-08-29 00:00:00,63072,114619,67225,241017,346861,460,346401,757704,67812,34528,33284,63072,-51547,114619,67225,-173792,241017
258443,95220,2006-09-05 00:00:00,65205,161020,56958,196669,315401,23512,291889,710275,64856,32510,32346,65205,-95815,161020,56958,-139711,196669
