call_gex,call_oi,net_gex,put_gex,put_oi,strike
0.0,0.0,-22900.61,-22900.61,68322.0,50.0
0.0,0.0,-1675.88,-1675.88,6347.0,55.0
0.0,0.0,-15749.58,-15749.58,43237.0,60.0
0.0,0.0,-8045.19,-8045.19,20105.0,65.0
0.0,0.0,-13786.44,-13786.44,26179.0,70.0
0.0,0.0,-3469.35,-3469.35,5850.0,75.0
0.0,0.0,-9051.43,-9051.43,13298.0,80.0
0.0,0.0,-175.05,-175.05,159.0,85.0
0.0,0.0,-573.63,-573.63,340.0,90.0
0.0,0.0,-3447.56,-3447.56,3371.0,95.0
0.0,0.0,-88872.42,-88872.42,35045.0,100.0
0.0,0.0,-1732.36,-1732.36,1120.0,105.0
0.0,0.0,-727.89,-727.89,325.0,110.0
0.0,0.0,-1207.88,-1207.88,661.0,115.0
0.0,0.0,-4057.83,-4057.83,1185.0,120.0
0.0,0.0,-8413.37,-8413.37,3760.0,125.0
0.0,0.0,-6079.97,-6079.97,1922.0,130.0
0.0,0.0,-8872.69,-8872.69,1733.0,135.0
0.0,0.0,-7746.64,-7746.64,1696.0,140.0
0.0,0.0,-7227.28,-7227.28,1212.0,145.0
0.0,0.0,-105961.9,-105961.9,33376.0,150.0
0.0,0.0,-5631.62,-5631.62,651.0,155.0
0.0,0.0,-28720.37,-28720.37,3422.0,160.0
0.0,0.0,-27256.56,-27256.56,2590.0,165.0
0.0,0.0,-6298.56,-6298.56,875.0,170.0
0.0,0.0,-1490.87,-1490.87,215.0,175.0
0.0,0.0,-10281.31,-10281.31,1139.0,180.0
0.0,0.0,-5902.12,-5902.12,832.0,185.0
0.0,0.0,-12570.94,-12570.94,1172.0,190.0
0.0,0.0,-2975.32,-2975.32,306.0,195.0
5639.34,791.0,-484620.35,-490259.69,58984.0,200.0
0.0,0.0,-46144.11,-46144.11,2732.0,205.0
2511.77,389.0,-15055.19,-17566.96,1702.0,210.0
0.0,0.0,-30646.84,-30646.84,1696.0,215.0
1433.12,104.0,-72384.57,-73817.69,5448.0,220.0
603.32,11.0,-27135.29,-27738.61,1511.0,225.0
995.3,31.0,-142695.59,-143690.88,10872.0,230.0
0.0,0.0,-78232.28,-78232.28,1922.0,235.0
1611.14,52.0,-636711.36,-638322.49,50622.0,240.0
348.85,28.0,-32961.24,-33310.08,1196.0,245.0
5004.8,217.0,-482546.14,-487550.93,19614.0,250.0
28862.55,530.0,-27430.08,-56292.63,2418.0,255.0
1985.94,53.0,-124396.98,-126382.92,6357.0,260.0
2123.03,135.0,-147951.72,-150074.75,3044.0,265.0
2297.23,89.0,-215322.86,-217620.1,7877.0,270.0
2250.71,144.0,-164633.02,-166883.73,6785.0,275.0
1989.38,127.0,-133783.2,-135772.58,4317.0,280.0
3222.77,263.0,-83000.61,-86223.38,2578.0,285.0
2448.08,60.0,-400020.79,-402468.87,15958.0,290.0
2393.4,111.0,-53567.11,-55960.51,1383.0,295.0
38439.04,840.0,-1006708.51,-1045147.56,46435.0,300.0
1806.91,37.0,-112279.84,-114086.75,6043.0,305.0
7265.05,169.0,-222532.08,-229797.12,7215.0,310.0
9214.36,168.0,-150085.0,-159299.36,7982.0,315.0
14260.31,260.0,-298304.64,-312564.96,8253.0,320.0
5813.82,95.0,-417874.69,-423688.51,10952.0,325.0
10695.23,180.0,-444316.19,-455011.42,14134.0,330.0
3235.99,50.0,-174868.34,-178104.34,4069.0,335.0
14545.19,187.0,-1183206.63,-1197751.83,15726.0,340.0
4387.79,58.0,-663951.81,-668339.59,9128.0,345.0
60551.48,644.0,-2137149.35,-2197700.83,43163.0,350.0
14040.92,148.0,-262292.8,-276333.72,8343.0,355.0
12505.2,159.0,-1368885.53,-1381390.73,60860.0,360.0
42451.85,437.0,-236552.14,-279004.0,9784.0,365.0
24571.61,349.0,-809336.39,-833908.0,26762.0,370.0
16838.14,195.0,-1561730.47,-1578568.6,37259.0,375.0
13876.38,192.0,-972813.41,-986689.79,25660.0,380.0
28081.85,344.0,-1036690.89,-1064772.73,28094.0,385.0
14534.55,216.0,-654729.0,-669263.55,20695.0,390.0
12121.27,160.0,-653344.46,-665465.72,23874.0,395.0
973869.63,15809.0,-8554429.9,-9528299.54,143793.0,400.0
48539.91,417.0,-619676.48,-668216.39,15434.0,405.0
56437.93,469.0,-3260179.59,-3316617.52,55122.0,410.0
53914.95,622.0,-1021864.13,-1075779.08,10316.0,415.0
68230.11,613.0,-7158742.71,-7226972.82,127240.0,420.0
63074.46,553.0,-1897132.29,-1960206.75,19905.0,425.0
89675.43,1139.0,-1993189.41,-2082864.84,38189.0,430.0
33566.58,282.0,-610217.65,-643784.23,11142.0,435.0
76895.99,605.0,-6812390.9,-6889286.89,117816.0,440.0
74921.49,492.0,-846342.26,-921263.75,10132.0,445.0
249171.53,1733.0,-8950715.29,-9199886.82,73890.0,450.0
67517.09,567.0,-1968218.52,-2035735.62,16847.0,455.0
100206.12,627.0,-5974215.73,-6074421.84,131759.0,460.0
48704.45,274.0,-1753737.95,-1802442.4,16064.0,465.0
76292.67,452.0,-16635471.93,-16711764.6,272654.0,470.0
261512.19,1525.0,-3538872.71,-3800384.9,29254.0,475.0
102180.62,515.0,-11744647.22,-11846827.85,69660.0,480.0
305390.07,1384.0,-1720029.56,-2025419.63,28072.0,485.0
271713.8,1240.0,-6052935.37,-6324649.17,127421.0,490.0
512822.77,2364.0,-2272579.52,-2785402.29,22060.0,495.0
1256662.59,7175.0,-19548652.86,-20805315.45,114122.0,500.0
0.0,0.0,0.0,0.0,1464.0,501.0
0.0,0.0,0.0,0.0,1007.0,502.0
0.0,0.0,0.0,0.0,661.0,503.0
0.0,0.0,0.0,0.0,2327.0,504.0
507118.64,2154.0,-3027927.7,-3535046.35,137238.0,505.0
0.0,0.0,0.0,0.0,652.0,506.0
0.0,0.0,0.0,0.0,1025.0,507.0
0.0,0.0,0.0,0.0,2014.0,508.0
0.0,0.0,0.0,0.0,1706.0,509.0
1269661.42,4528.0,-3966300.51,-5235961.92,31054.0,510.0
0.0,0.0,0.0,0.0,1712.0,511.0
0.0,0.0,0.0,0.0,1463.0,512.0
0.0,0.0,0.0,0.0,974.0,513.0
0.0,0.0,0.0,0.0,868.0,514.0
1344034.43,6381.0,-4532655.05,-5876689.48,30073.0,515.0
0.0,0.0,0.0,0.0,2207.0,516.0
0.0,0.0,0.0,0.0,2076.0,517.0
0.0,0.0,0.0,0.0,529.0,518.0
0.0,0.0,0.0,0.0,4211.0,519.0
1132433.33,4053.0,-64873336.83,-66005770.16,486246.0,520.0
0.0,0.0,0.0,0.0,4203.0,521.0
0.0,0.0,0.0,0.0,396.0,522.0
0.0,0.0,0.0,0.0,231.0,523.0
0.0,0.0,0.0,0.0,271.0,524.0
871798.7,2896.0,-7724072.87,-8595871.58,37865.0,525.0
0.0,0.0,0.0,0.0,278.0,526.0
0.0,0.0,0.0,0.0,432.0,527.0
0.0,0.0,0.0,0.0,123.0,528.0
0.0,0.0,0.0,0.0,2876.0,529.0
1132268.79,3397.0,-20323095.94,-21455364.74,241294.0,530.0
0.0,0.0,0.0,0.0,1095.0,531.0
0.0,0.0,0.0,0.0,1258.0,532.0
0.0,0.0,0.0,0.0,1508.0,533.0
0.0,0.0,0.0,0.0,1192.0,534.0
2262563.08,6343.0,-10249011.8,-12511574.88,45209.0,535.0
0.0,0.0,0.0,0.0,3568.0,536.0
0.0,0.0,0.0,0.0,1363.0,537.0
0.0,0.0,0.0,0.0,2734.0,538.0
0.0,0.0,0.0,0.0,1779.0,539.0
1863054.95,7584.0,-20931446.58,-22794501.53,250133.0,540.0
0.0,0.0,0.0,0.0,556.0,541.0
0.0,0.0,0.0,0.0,324.0,542.0
0.0,0.0,0.0,0.0,3222.0,543.0
0.0,0.0,0.0,0.0,4471.0,544.0
2407853.72,7425.0,-7040206.51,-9448060.23,32032.0,545.0
0.0,0.0,0.0,0.0,1493.0,546.0
0.0,0.0,0.0,0.0,966.0,547.0
0.0,0.0,0.0,0.0,813.0,548.0
0.0,0.0,0.0,0.0,2386.0,549.0
4318735.57,11867.0,-103678157.29,-107996892.85,604476.0,550.0
0.0,0.0,0.0,0.0,640.0,551.0
0.0,0.0,0.0,0.0,542.0,552.0
0.0,0.0,0.0,0.0,1155.0,553.0
0.0,0.0,0.0,0.0,1157.0,554.0
2943163.91,7472.0,-7332651.2,-10275815.1,238570.0,555.0
0.0,0.0,0.0,0.0,1444.0,556.0
0.0,0.0,0.0,0.0,1088.0,557.0
0.0,0.0,0.0,0.0,251.0,558.0
0.0,0.0,0.0,0.0,294.0,559.0
2350264.0,6096.0,-9622634.87,-11972898.87,34660.0,560.0
0.0,0.0,0.0,0.0,1973.0,561.0
0.0,0.0,0.0,0.0,387.0,562.0
0.0,0.0,-0.0,-0.0,327.0,563.0
0.0,0.0,-0.0,-0.0,1093.0,564.0
2335784.3,6211.0,-8182329.93,-10518114.23,30361.0,565.0
0.0,0.0,-0.0,-0.0,453.0,566.0
0.0,0.0,-0.0,-0.0,458.0,567.0
0.0,0.0,-0.0,-0.0,231.0,568.0
0.0,0.0,-0.0,-0.0,719.0,569.0
3830210.18,9088.0,-16237739.94,-20067950.11,56486.0,570.0
0.0,0.0,-0.0,-0.0,1051.0,571.0
0.0,0.0,-0.0,-0.0,558.0,572.0
0.0,0.0,-0.0,-0.0,611.0,573.0
0.0,0.0,-0.0,-0.0,302.0,574.0
2253403.57,4629.0,-21627419.56,-23880823.13,74028.0,575.0
0.0,0.0,-2193.89,-2193.89,573.0,576.0
0.0,0.0,-13711.84,-13711.84,1005.0,577.0
548.47,1.0,-1096.95,-1645.42,232.0,578.0
0.0,0.0,-12066.42,-12066.42,2333.0,579.0
3603087.28,7105.0,-17562279.24,-21165366.52,54136.0,580.0
0.0,0.0,-1206.64,-1206.64,1298.0,581.0
548.47,1.0,-54.85,-603.32,1441.0,582.0
0.0,0.0,-50678.96,-50678.96,228.0,583.0
0.0,0.0,-4138178.07,-4138178.07,7861.0,584.0
4297948.42,8305.0,-15036619.55,-19334567.97,43022.0,585.0
0.0,0.0,-5429.89,-5429.89,435.0,586.0
0.0,0.0,-3016.6,-3016.6,357.0,587.0
0.0,0.0,-13876.38,-13876.38,208.0,588.0
0.0,0.0,-0.0,-0.0,10174.0,589.0
4560776.94,8601.0,-46110895.42,-50671672.36,184988.0,590.0
0.0,0.0,-12505.2,-12505.2,1757.0,591.0
603.32,1.0,-2029.35,-2632.67,621.0,592.0
603.32,1.0,-713.02,-1316.34,732.0,593.0
1004145.37,2034.0,890172.57,-113972.8,5324.0,594.0
5145230.35,9899.0,-15129151.93,-20274382.29,49757.0,595.0
1096.95,2.0,-51337.12,-52434.07,9304.0,596.0
6362.29,11.0,-300234.42,-306596.71,3954.0,597.0
698206.83,1273.0,-3037117.43,-3735324.25,7312.0,598.0
888856.23,1620.0,778942.13,-109914.1,2469.0,599.0
17097675.61,37051.0,-163095346.7,-180193022.31,487127.0,600.0
407625.54,741.0,297217.82,-110407.73,561.0,601.0
24900.7,44.0,-195146.89,-220047.59,1009.0,602.0
14534.55,24.0,-171343.14,-185877.69,898.0,603.0
3674.77,6.0,-73989.08,-77663.85,679.0,604.0
9985673.96,15443.0,-22241197.74,-32226871.7,158815.0,605.0
971949.97,1611.0,948475.31,-23474.67,1363.0,606.0
2522.98,4.0,-35376.54,-37899.52,2564.0,607.0
5045.96,8.0,-117537.88,-122583.84,2986.0,608.0
14534.55,22.0,-81887.1,-96421.65,781.0,609.0
5251634.22,8235.0,-27503206.07,-32754840.29,70688.0,610.0
543701.83,826.0,445963.84,-97737.99,649.0,611.0
18538.41,28.0,-246593.71,-265132.11,569.0,612.0
1974.5,3.0,-38009.22,-39983.72,518.0,613.0
1974.5,3.0,-108872.0,-110846.5,631.0,614.0
3819076.16,5541.0,-60288925.42,-64108001.59,140356.0,615.0
5758.97,8.0,-43877.89,-49636.86,18734.0,616.0
13711.84,19.0,-225861.41,-239573.25,678.0,617.0
5978.36,9.0,-144906.71,-150885.07,2566.0,618.0
4332.94,6.0,-985113.34,-989446.28,2694.0,619.0
7149297.85,10002.0,-124141777.11,-131291074.97,203444.0,620.0
34224.75,49.0,-748501.85,-782726.6,1786.0,621.0
12834.28,22.0,-448486.82,-461321.1,9674.0,622.0
61045.11,120.0,-383547.55,-444592.66,2629.0,623.0
694477.21,793.0,319321.3,-375155.91,1512.0,624.0
7850027.66,9849.0,-76370389.24,-84220416.9,116939.0,625.0
233320.65,286.0,-479694.97,-713015.61,2370.0,626.0
166845.65,196.0,-834173.42,-1001019.07,1786.0,627.0
166461.72,192.0,-479036.8,-645498.52,1850.0,628.0
1195946.57,1369.0,433623.19,-762323.38,1520.0,629.0
7349545.54,9621.0,-199190893.59,-206540439.13,364988.0,630.0
685591.94,785.0,-1193094.51,-1878686.44,3511.0,631.0
65597.44,79.0,-529441.52,-595038.95,1691.0,632.0
217908.54,250.0,-336598.22,-554506.76,1729.0,633.0
177321.5,235.0,-743126.81,-920448.31,2259.0,634.0
10546597.86,11910.0,-32714856.57,-43261454.43,58708.0,635.0
153737.14,169.0,-501798.45,-655535.58,1288.0,636.0
564763.21,853.0,-425286.39,-990049.6,2019.0,637.0
514797.27,712.0,92088.71,-422708.56,1319.0,638.0
615222.78,634.0,-357714.45,-972937.23,1680.0,639.0
14949578.96,17166.0,-68178552.87,-83128131.83,114986.0,640.0
5357709.01,5376.0,2956546.66,-2401162.35,3043.0,641.0
1746943.1,1867.0,-385247.82,-2132190.92,2712.0,642.0
1747491.57,1882.0,-204854.87,-1952346.44,2673.0,643.0
1643665.53,1683.0,-188839.44,-1832504.97,3018.0,644.0
9173768.57,10757.0,-64764743.81,-73938512.38,88806.0,645.0
805707.64,820.0,-905145.9,-1710853.54,2592.0,646.0
1196769.28,1458.0,-123296.85,-1320066.14,2098.0,647.0
1156675.87,1111.0,-980725.55,-2137401.42,2813.0,648.0
1105503.28,1058.0,-533664.76,-1639168.05,2316.0,649.0
29171004.43,30092.0,-127887467.52,-157058471.95,179457.0,650.0
504156.89,465.0,-1169948.93,-1674105.81,3033.0,651.0
453916.71,418.0,-2332712.85,-2786629.56,3726.0,652.0
491651.69,437.0,-2360794.69,-2852446.38,4556.0,653.0
411410.01,395.0,-983193.68,-1394603.69,3287.0,654.0
11035836.26,11901.0,-75506927.34,-86542763.6,85749.0,655.0
254601.42,257.0,-1805849.16,-2060450.58,2789.0,656.0
350474.6,401.0,-2429408.73,-2779883.33,3889.0,657.0
353984.83,386.0,-3144727.94,-3498712.76,3914.0,658.0
318334.05,289.0,-3063224.77,-3381558.81,5043.0,659.0
27018520.0,24948.0,-231739836.91,-258758356.9,232191.0,660.0
435817.08,382.0,-2760193.13,-3196010.21,3376.0,661.0
277637.31,250.0,-2409224.91,-2686862.22,2616.0,662.0
414371.77,438.0,-2040870.07,-2455241.84,2666.0,663.0
652683.52,532.0,-3960417.8,-4613101.32,5857.0,664.0
21629931.93,17767.0,-191075843.5,-212705775.43,166420.0,665.0
448870.75,422.0,-3458016.03,-3906886.78,12149.0,666.0
796548.13,639.0,-2963951.05,-3760499.19,3742.0,667.0
653506.23,478.0,-3441123.04,-4094629.27,4336.0,668.0
1353029.4,1050.0,-3187947.65,-4540977.05,4178.0,669.0
29979893.22,23432.0,-236662222.45,-266642115.68,209661.0,670.0
955770.0,743.0,-2880967.01,-3836737.01,3769.0,671.0
475526.57,368.0,-4128963.72,-4604490.28,4152.0,672.0
759306.78,706.0,-6246784.63,-7006091.41,5639.0,673.0
803129.82,538.0,-7600691.58,-8403821.4,7740.0,674.0
38263324.68,27271.0,-75926783.84,-114190108.51,94743.0,675.0
485673.33,340.0,-7816406.23,-8302079.56,7771.0,676.0
1381220.94,847.0,-5692881.19,-7074102.13,5489.0,677.0
1029868.78,647.0,-5348110.72,-6377979.5,6197.0,678.0
1318146.48,776.0,-5324471.51,-6642617.99,5376.0,679.0
48162504.36,34817.0,-133756847.5,-181919351.85,131933.0,680.0
1694618.72,971.0,-40215122.65,-41909741.37,25770.0,681.0
1254633.24,708.0,-37875005.41,-39129638.65,23297.0,682.0
1768333.57,962.0,-15527231.3,-17295564.87,10432.0,683.0
776583.7,474.0,-7323986.68,-8100570.37,5817.0,684.0
39083895.95,25624.0,-106268066.28,-145351962.23,99536.0,685.0
1072923.95,633.0,-7189884.89,-8262808.85,8767.0,686.0
1118447.26,678.0,-8709321.16,-9827768.42,6447.0,687.0
716745.23,434.0,-9928029.39,-10644774.62,6819.0,688.0
1094149.88,623.0,-7988681.77,-9082831.65,6382.0,689.0
64555281.76,37973.0,-202811312.62,-267366594.39,167271.0,690.0
1764494.25,1180.0,-14987917.26,-16752411.51,9831.0,691.0
1585307.94,1644.0,-24077330.59,-25662638.54,14019.0,692.0
1452412.8,876.0,-10974791.16,-12427203.96,8363.0,693.0
1704217.01,3994.0,-26181878.44,-27886095.45,20022.0,694.0
52917879.72,29431.0,-120250850.92,-173168730.63,103427.0,695.0
3913962.09,2128.0,-85132967.19,-89046929.28,40327.0,696.0
1814789.28,1167.0,-10882921.84,-12697711.11,8644.0,697.0
1026139.16,684.0,-64093686.43,-65119825.59,27445.0,698.0
2074381.81,1574.0,-11549536.59,-13623918.39,7890.0,699.0
143114409.55,75543.0,-488042293.79,-631156703.34,321219.0,700.0
3198368.65,2322.0,-16112781.66,-19311150.31,11380.0,701.0
3052364.99,2026.0,-62111173.94,-65163538.93,27906.0,702.0
2419536.21,1421.0,-69285811.27,-71705347.48,27778.0,703.0
3742289.87,2579.0,-46635444.31,-50377734.17,22666.0,704.0
60300717.6,27739.0,-224851063.98,-285151781.59,140183.0,705.0
2971026.36,1475.0,-110656677.38,-113627703.74,46339.0,706.0
3949228.94,1801.0,-23154688.39,-27103917.33,12813.0,707.0
3705542.14,1672.0,-80274807.89,-83980350.03,30169.0,708.0
5342790.53,2262.0,-69899059.54,-75241850.07,28300.0,709.0
107079368.35,43601.0,-510095921.53,-617175289.89,223471.0,710.0
7046075.13,3203.0,-41220913.44,-48266988.57,21780.0,711.0
6211188.7,2102.0,-100094612.57,-106305801.26,50481.0,712.0
5696501.12,2495.0,-56830141.53,-62526642.65,29121.0,713.0
9568340.44,3219.0,-126831436.55,-136399776.98,36032.0,714.0
108390713.76,41821.0,-244048570.57,-352439284.33,108262.0,715.0
7936741.33,2478.0,-130416424.2,-138353165.52,35081.0,716.0
9031988.15,2742.0,-108747166.72,-117779154.87,33404.0,717.0
7828308.1,2473.0,-150454521.35,-158282829.45,39514.0,718.0
9992365.34,2536.0,-78265639.59,-88258004.92,20212.0,719.0
263607466.38,73292.0,-571563626.31,-835171092.69,208948.0,720.0
14583088.93,3143.0,-57454085.04,-72037173.98,18844.0,721.0
16058153.69,3568.0,-110873543.82,-126931697.51,26654.0,722.0
13471442.75,2659.0,-60717392.96,-74188835.7,14387.0,723.0
17780086.4,3521.0,-157418983.61,-175199070.01,30512.0,724.0
183246164.21,48663.0,-769695691.7,-952941855.92,176142.0,725.0
34473098.22,5569.0,-111378194.33,-145851292.55,22419.0,726.0
31254106.97,4334.0,-118894256.44,-150148363.41,22198.0,727.0
58320508.71,8277.0,-137883397.93,-196203906.64,25196.0,728.0
68488221.04,8549.0,-103092898.06,-171581119.1,22498.0,729.0
541440800.88,106410.0,-483377197.18,-1024817998.06,162111.0,730.0
