call_gex,call_oi,net_gex,put_gex,put_oi,strike
0.0,0.0,-17184.14,-17184.14,68323.0,50.0
0.0,0.0,-2380.84,-2380.84,7014.0,55.0
0.0,0.0,-15560.38,-15560.38,43237.0,60.0
0.0,0.0,-8218.2,-8218.2,20842.0,65.0
0.0,0.0,-11682.07,-11682.07,27486.0,70.0
0.0,0.0,-2851.62,-2851.62,5852.0,75.0
0.0,0.0,-6285.81,-6285.81,13298.0,80.0
0.0,0.0,-154.54,-154.54,159.0,85.0
0.0,0.0,-525.15,-525.15,341.0,90.0
0.0,0.0,-2718.19,-2718.19,3386.0,95.0
0.0,0.0,-82885.11,-82885.11,35180.0,100.0
0.0,0.0,-1258.64,-1258.64,1111.0,105.0
0.0,0.0,-594.82,-594.82,320.0,110.0
0.0,0.0,-1037.02,-1037.02,650.0,115.0
0.0,0.0,-3924.75,-3924.75,1239.0,120.0
0.0,0.0,-7154.17,-7154.17,3774.0,125.0
0.0,0.0,-5278.81,-5278.81,1942.0,130.0
0.0,0.0,-8600.74,-8600.74,1799.0,135.0
0.0,0.0,-7216.53,-7216.53,1725.0,140.0
0.0,0.0,-6258.82,-6258.82,1126.0,145.0
0.0,0.0,-88133.82,-88133.82,33546.0,150.0
0.0,0.0,-6362.0,-6362.0,784.0,155.0
0.0,0.0,-26713.85,-26713.85,3400.0,160.0
0.0,0.0,-24251.73,-24251.73,2373.0,165.0
0.0,0.0,-5967.95,-5967.95,914.0,170.0
0.0,0.0,-1753.45,-1753.45,290.0,175.0
2.59,1.0,-10578.21,-10580.81,1292.0,180.0
0.0,0.0,-5304.35,-5304.35,874.0,185.0
5.78,3.0,-11583.59,-11589.37,1188.0,190.0
0.0,0.0,-7529.49,-7529.49,741.0,195.0
7429.88,1246.0,-416858.78,-424288.65,58935.0,200.0
0.0,0.0,-43877.44,-43877.44,2739.0,205.0
3394.01,391.0,-11920.78,-15314.8,1724.0,210.0
44.91,6.0,-36701.62,-36746.53,2209.0,215.0
2084.67,121.0,-63353.81,-65438.49,5452.0,220.0
115.96,12.0,-50517.63,-50633.59,2991.0,225.0
1240.29,36.0,-145187.03,-146427.32,12039.0,230.0
24.69,2.0,-45444.29,-45468.98,2035.0,235.0
982.12,52.0,-522569.42,-523551.54,50648.0,240.0
473.16,28.0,-31293.77,-31766.93,1190.0,245.0
5192.67,217.0,-453968.39,-459161.07,19543.0,250.0
29923.28,530.0,-22937.37,-52860.65,2440.0,255.0
2100.1,54.0,-106431.22,-108531.32,6286.0,260.0
2652.43,135.0,-153552.54,-156204.96,3087.0,265.0
2379.92,89.0,-199049.44,-201429.36,7859.0,270.0
1932.01,136.0,-145400.23,-147332.24,6736.0,275.0
1758.66,72.0,-169285.75,-171044.41,6841.0,280.0
2423.93,111.0,-96980.19,-99404.11,3424.0,285.0
2481.54,61.0,-345793.2,-348274.74,16103.0,290.0
2283.95,88.0,-83886.65,-86170.6,3117.0,295.0
36510.15,1324.0,-947377.12,-983887.27,50983.0,300.0
3477.88,432.0,-92636.94,-96114.82,6678.0,305.0
8168.82,490.0,-276870.86,-285039.68,13920.0,310.0
8281.32,537.0,-92334.33,-100615.65,6536.0,315.0
15678.28,401.0,-252819.22,-268497.5,8662.0,320.0
5249.39,201.0,-523397.46,-528646.84,14785.0,325.0
13335.41,397.0,-411668.6,-425004.01,13758.0,330.0
3536.25,54.0,-185768.24,-189304.49,5310.0,335.0
11893.92,195.0,-868237.79,-880131.72,16689.0,340.0
4340.39,75.0,-434363.52,-438703.91,9371.0,345.0
42309.0,658.0,-2107747.72,-2150056.71,45738.0,350.0
14706.62,164.0,-273768.99,-288475.6,12670.0,355.0
15866.55,353.0,-1482345.89,-1498212.43,79617.0,360.0
45269.02,560.0,-260090.35,-305359.38,15063.0,365.0
25454.48,361.0,-824082.63,-849537.12,28892.0,370.0
16913.7,202.0,-1460289.09,-1477202.79,41476.0,375.0
14398.48,200.0,-832404.2,-846802.67,27696.0,380.0
24597.66,344.0,-698669.28,-723266.94,27364.0,385.0
16255.86,226.0,-631061.7,-647317.55,23668.0,390.0
11924.17,234.0,-613035.73,-624959.91,27347.0,395.0
928031.6,15844.0,-7148524.49,-8076556.09,146507.0,400.0
28051.02,417.0,-560986.26,-589037.28,20764.0,405.0
44564.7,469.0,-2261059.34,-2305624.05,50266.0,410.0
40036.27,581.0,-6434287.66,-6474323.93,112263.0,415.0
56250.19,609.0,-7349156.69,-7405406.88,126848.0,420.0
64142.52,554.0,-2148871.21,-2213013.72,25238.0,425.0
93095.69,1141.0,-1956879.39,-2049975.09,46125.0,430.0
33811.95,283.0,-421735.87,-455547.82,16609.0,435.0
74616.1,606.0,-3387941.73,-3462557.83,117000.0,440.0
71667.57,497.0,-989492.06,-1061159.63,13834.0,445.0
235586.55,2915.0,-8102762.26,-8338348.81,82990.0,450.0
63265.5,564.0,-2119277.03,-2182542.53,23354.0,455.0
91446.47,630.0,-4654924.36,-4746370.83,131706.0,460.0
45325.15,274.0,-1741218.19,-1786543.34,20092.0,465.0
77172.18,441.0,-11016384.37,-11093556.55,283058.0,470.0
255629.29,1505.0,-3004226.26,-3259855.55,27117.0,475.0
92811.35,514.0,-9386510.02,-9479321.37,66661.0,480.0
243459.17,1351.0,-1372516.79,-1615975.97,14071.0,485.0
227080.7,1233.0,-3338702.39,-3565783.09,123584.0,490.0
406788.95,2326.0,-1922166.53,-2328955.48,18590.0,495.0
1552392.74,8791.0,-16641784.83,-18194177.58,108278.0,500.0
493344.63,2117.0,-2438125.5,-2931470.12,25339.0,505.0
1061017.95,4524.0,-3155814.02,-4216831.97,24521.0,510.0
1036279.63,6302.0,-26906150.94,-27942430.57,228007.0,515.0
979296.19,4073.0,-41664399.78,-42643695.97,461630.0,520.0
771039.36,2847.0,-6530072.4,-7301111.75,35800.0,525.0
983277.07,3380.0,-8614938.63,-9598215.7,238612.0,530.0
1998799.26,6350.0,-9951330.87,-11950130.12,54972.0,535.0
1621888.14,7579.0,-9719216.31,-11341104.45,249191.0,540.0
1962971.35,7439.0,-7746339.34,-9709310.69,35155.0,545.0
3720074.39,11774.0,-61764164.49,-65484238.87,598404.0,550.0
2630337.25,7488.0,-6362173.47,-8992510.71,30173.0,555.0
2094567.83,6103.0,-8704873.51,-10799441.34,33568.0,560.0
1986970.36,6119.0,-7306215.77,-9293186.12,35652.0,565.0
3063654.46,9070.0,-13267224.85,-16330879.31,55780.0,570.0
1974572.76,4547.0,-14479665.77,-16454238.54,72610.0,575.0
0.0,0.0,-2047.31,-2047.31,4.0,576.0
0.0,0.0,-12795.68,-12795.68,25.0,577.0
511.83,1.0,-1023.65,-1535.48,3.0,578.0
0.0,0.0,-11260.2,-11260.2,22.0,579.0
3196930.04,7055.0,-14191352.47,-17388282.51,50524.0,580.0
0.0,0.0,-1023.65,-1023.65,2.0,581.0
511.83,1.0,-56.87,-568.7,1.0,582.0
0.0,0.0,-47201.85,-47201.85,83.0,583.0
0.0,0.0,-3987134.49,-3987134.49,7011.0,584.0
3835747.35,8254.0,-13193048.26,-17028795.62,43664.0,585.0
0.0,0.0,-5118.27,-5118.27,9.0,586.0
0.0,0.0,-2843.48,-2843.48,5.0,587.0
0.0,0.0,-13080.03,-13080.03,23.0,588.0
0.0,0.0,0.0,0.0,0.0,589.0
4048573.16,8551.0,-22365407.75,-26413980.91,167437.0,590.0
0.0,0.0,-10805.24,-10805.24,19.0,591.0
568.7,1.0,-1706.09,-2274.79,4.0,592.0
568.7,1.0,-568.7,-1137.39,2.0,593.0
809881.36,2034.0,700520.93,-109360.43,222.0,594.0
4422187.67,9875.0,-12631218.57,-17053406.25,44051.0,595.0
796.18,2.0,-42936.62,-43732.8,95.0,596.0
4890.79,11.0,-8213178.57,-8218069.37,18054.0,597.0
579161.0,1273.0,-2592120.81,-3171281.81,6966.0,598.0
737543.11,1620.0,647575.24,-89967.86,197.0,599.0
13201276.61,38544.0,-116624825.06,-129826101.66,424474.0,600.0
338943.4,741.0,225090.26,-113853.13,236.0,601.0
21212.4,44.0,-192674.53,-213886.93,376.0,602.0
11089.59,24.0,-783948.78,-795038.37,1746.0,603.0
2900.35,6.0,-501363.25,-504263.61,1096.0,604.0
8439235.62,15480.0,-17773003.13,-26212238.75,57567.0,605.0
732936.66,1611.0,642570.71,-90365.95,194.0,606.0
2217.92,4.0,-29117.29,-31335.2,62.0,607.0
4435.84,8.0,-92754.48,-97190.31,190.0,608.0
11430.81,22.0,-121075.59,-132506.4,273.0,609.0
4701929.71,8239.0,-22122739.59,-26824669.3,58246.0,610.0
423053.68,826.0,307551.32,-115502.36,199.0,611.0
14672.38,28.0,-206835.09,-221507.47,403.0,612.0
1535.48,3.0,-106915.03,-108450.51,202.0,613.0
1706.09,3.0,-124885.86,-126591.95,227.0,614.0
3223658.8,5565.0,-90276880.87,-93500539.67,234698.0,615.0
5459.49,9.0,-104924.59,-110384.08,203.0,616.0
11317.07,19.0,-184485.3,-195802.37,348.0,617.0
4663.32,9.0,-116469.14,-121132.46,255.0,618.0
3639.66,6.0,-806298.57,-809938.23,1459.0,619.0
5900117.37,9959.0,-100058529.62,-105958646.99,212144.0,620.0
27524.93,50.0,-757845.59,-785370.52,1836.0,621.0
9554.11,23.0,-526385.92,-535940.03,1031.0,622.0
40434.35,125.0,-377614.79,-418049.15,930.0,623.0
630457.47,795.0,260122.0,-370335.47,732.0,624.0
6804195.07,9889.0,-63992035.05,-70796230.12,113182.0,625.0
192902.01,286.0,-330299.2,-523201.22,1167.0,626.0
149169.22,198.0,-621130.84,-770300.05,1511.0,627.0
148941.74,191.0,-316593.61,-465535.34,923.0,628.0
1057548.89,1369.0,358677.18,-698871.71,1225.0,629.0
6158535.65,9601.0,-114394427.55,-120552963.2,323609.0,630.0
531959.15,785.0,-815056.5,-1347015.65,2695.0,631.0
52945.69,79.0,-679592.88,-732538.57,1143.0,632.0
183575.38,250.0,-530878.63,-714454.01,1264.0,633.0
116184.79,235.0,-790488.79,-906673.59,1766.0,634.0
8967839.46,11890.0,-23582192.49,-32550031.95,55131.0,635.0
121530.54,169.0,-432550.92,-554081.46,991.0,636.0
320631.35,853.0,-521495.13,-842126.48,1504.0,637.0
276102.38,712.0,-25363.89,-301466.27,560.0,638.0
497780.46,641.0,-111692.09,-609472.55,1077.0,639.0
11813144.16,17100.0,-47453683.45,-59266827.61,92725.0,640.0
4395913.87,5368.0,2366859.94,-2029053.93,2863.0,641.0
1286961.25,1870.0,-335531.21,-1622492.47,2362.0,642.0
1274734.27,1883.0,-241411.87,-1516146.13,2061.0,643.0
1153829.29,1681.0,-49988.46,-1203817.76,2063.0,644.0
7450726.54,10764.0,-48079585.18,-55530311.72,81170.0,645.0
603387.49,823.0,-731742.4,-1335129.89,1733.0,646.0
634154.0,1461.0,-365501.55,-999655.54,1393.0,647.0
827738.45,1111.0,-725316.12,-1553054.57,2191.0,648.0
855320.25,1059.0,-449043.13,-1304363.38,1774.0,649.0
25702490.29,30310.0,-121080280.68,-146782770.97,208368.0,650.0
358392.83,446.0,-886257.36,-1244650.2,3000.0,651.0
329104.94,434.0,-3630106.53,-3959211.47,7752.0,652.0
360212.66,461.0,-1594228.23,-1954440.89,5967.0,653.0
273145.16,403.0,-809938.23,-1083083.39,3573.0,654.0
