call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
2165296615.47,775.0,491,S&P 500 ETF,-2949264701.92,770.0,768.82,SPY,2026-08-18 17:09:15,-6977640816.34,
