call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
1342497012.18,770.0,491,S&P 500 ETF,-3682661637.35,765.0,765.55,SPY,2026-08-26 16:07:20,-6444944149.86,
