call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
2080239199.85,739.0,489,S&P 500 ETF,-3613064918.29,740.0,738.29,SPY,2026-07-24 20:51:35,-11775291729.47,
