call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
2731458488.58,765.0,491,S&P 500 ETF,-3772107323.18,765.0,764.905,SPY,2026-08-25 18:16:15,-5678261427.7,
