call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
3094405774.62,775.0,491,S&P 500 ETF,-3515555805.09,775.0,774.76,SPY,2026-08-17 17:09:22,988481460.14,856.37
