call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
1218911171.72,720.0,530,Nasdaq 100 ETF,-1330024256.77,700.0,717.54,QQQ,2026-09-03 20:09:29,2052168462.53,759.48
