call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
1700797032.82,725.0,530,Nasdaq 100 ETF,-773921616.89,700.0,723.96,QQQ,2026-07-06 19:24:25,1398293681.03,784.7
