call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
510916756.56,700.0,530,Nasdaq 100 ETF,-1242295157.24,695.0,695.49,QQQ,2026-07-20 20:58:11,-5441266323.92,
