call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
1444659488.28,740.0,555,Nasdaq 100 ETF,-782920772.25,720.0,733.1,QQQ,2026-06-17 16:08:17,1102866530.1,174.78
