call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
591545349.06,730.0,530,Nasdaq 100 ETF,-1755142786.42,708.0,707.47,QQQ,2026-09-01 20:10:30,-6727273833.76,
