call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
1412856049.91,705.0,523,Nasdaq 100 ETF,-2805032710.41,700.0,704.93,QQQ,2026-09-16 20:29:11,-6510546261.82,
