avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
12.75,10.59,91.26,7-10Y Treasury ETF,1002,0.549,0.827,IEF,2026-09-17 21:49:20
