avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
12.31,11.95,93.59,7-10Y Treasury ETF,962,1.058,13.39,IEF,2026-07-16 14:46:06
