avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
39.67,47.83,715.21,Nasdaq 100 ETF,10462,1.509,1.086,QQQ,2026-06-23 20:29:34
