avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
25.38,31.07,713.551,Nasdaq 100 ETF,12020,1.219,0.971,QQQ,2026-08-21 19:15:17
