am_long,am_short,date,dealer_long,dealer_short,lev_long,lev_short,mm_long,mm_net,mm_short,oi,other_long,other_net,other_short,pm_long,pm_net,pm_short,sd_long,sd_net,sd_short
420042,648335,2006-06-13 00:00:00,330343,159734,381491,304402,801533,-151204,952737,2513373,241517,98508,143009,330343,170609,159734,381491,77089,304402
498550,769184,2006-06-20 00:00:00,422104,131331,404091,413354,902641,-279897,1182538,2677931,241032,124696,116336,422104,290773,131331,404091,-9263,413354
529278,842446,2006-06-27 00:00:00,444807,165090,433849,407058,963127,-286377,1249504,2725381,272034,139683,132351,444807,279717,165090,433849,26791,407058
520816,844433,2006-07-03 00:00:00,429246,155956,381831,352083,902647,-293869,1196516,2679562,292868,166781,126087,429246,273290,155956,381831,29748,352083
549853,788583,2006-07-11 00:00:00,377745,177117,385898,333610,935751,-186442,1122193,2637489,266343,109903,156440,377745,200628,177117,385898,52288,333610
552342,792957,2006-07-18 00:00:00,394529,136707,401590,362631,953932,-201656,1155588,2686760,239222,74065,165157,394529,257822,136707,401590,38959,362631
501609,791393,2006-07-25 00:00:00,339458,146089,385971,252652,887580,-156465,1044045,2500519,241664,82087,159577,339458,193369,146089,385971,133319,252652
499363,819610,2006-08-01 00:00:00,345619,197995,416958,230481,916321,-133770,1050091,2691319,261742,82987,178755,345619,147624,197995,416958,186477,230481
482443,871390,2006-08-08 00:00:00,304250,153341,478498,256422,960941,-166871,1127812,2835724,235349,95756,139593,304250,150909,153341,478498,222076,256422
454460,968481,2006-08-15 00:00:00,290828,152852,521721,232982,976181,-225282,1201463,2923784,240064,138420,101644,290828,137976,152852,521721,288739,232982
424417,1049460,2006-08-22 00:00:00,276058,146989,589342,220575,1013759,-256276,1270035,3103108,241745,157642,84103,276058,129069,146989,589342,368767,220575
404394,1111785,2006-08-29 00:00:00,333904,112873,620824,202639,1025218,-289206,1314424,2871244,173253,96030,77223,333904,221031,112873,620824,418185,202639
463294,1088525,2006-09-05 00:00:00,304507,153197,659758,206575,1123052,-172048,1295100,2856693,182476,93464,89012,304507,151310,153197,659758,453183,206575
470076,1161375,2006-09-12 00:00:00,345625,155427,672825,201472,1142901,-219946,1362847,2879315,169005,91181,77824,345625,190198,155427,672825,471353,201472
479315,1127650,2006-09-19 00:00:00,339226,180893,714700,231978,1194015,-165613,1359628,2940951,168425,88239,80186,339226,158333,180893,714700,482722,231978
444651,977318,2006-09-26 00:00:00,269238,221395,677473,213047,1122124,-68241,1190365,2865919,204756,125413,79343,269238,47843,221395,677473,464426,213047
426798,1034859,2006-10-03 00:00:00,264062,185332,654997,151619,1081795,-104683,1186478,2921056,183747,87271,96476,264062,78730,185332,654997,503378,151619
448581,1103621,2006-10-10 00:00:00,390432,154266,640756,190568,1089337,-204852,1294189,3028581,158524,46698,111826,390432,236166,154266,640756,450188,190568
491807,1138925,2006-10-17 00:00:00,426774,157088,638731,228816,1130538,-237203,1367741,3120114,161101,59903,101198,426774,269686,157088,638731,409915,228816
524377,1240799,2006-10-24 00:00:00,490030,142220,669589,267562,1193966,-314395,1508361,3216257,183432,74146,109286,490030,347810,142220,669589,402027,267562
508206,1084263,2006-10-31 00:00:00,339593,161866,612555,204032,1120761,-167534,1288295,3029766,216026,85994,130032,339593,177727,161866,612555,408523,204032
453714,1010373,2006-11-07 00:00:00,359710,131601,586293,251374,1040007,-221740,1261747,3032996,194379,58053,136326,359710,228109,131601,586293,334919,251374
378491,991848,2006-11-14 00:00:00,352539,115147,629392,250120,1007883,-234085,1241968,3075711,182612,55793,126819,352539,237392,115147,629392,379272,250120
423733,871418,2006-11-21 00:00:00,311603,147417,589910,258301,1013643,-116076,1129719,2722761,187368,73964,113404,311603,164186,147417,589910,331609,258301
387278,909549,2006-11-28 00:00:00,312563,128282,543402,227727,930680,-206596,1137276,3063427,206605,96712,109893,312563,184281,128282,543402,315675,227727
386488,978509,2006-12-05 00:00:00,394931,149403,537754,219503,924242,-273770,1198012,2848950,197840,98897,98943,394931,245528,149403,537754,318251,219503
376749,931839,2006-12-12 00:00:00,386292,148360,510751,233712,887500,-278051,1165551,2834122,217946,95092,122854,386292,237932,148360,510751,277039,233712
414959,941366,2006-12-19 00:00:00,456189,130386,470534,278042,885493,-333915,1219408,2832866,213460,95815,117645,456189,325803,130386,470534,192492,278042
417748,926340,2006-12-26 00:00:00,455069,117797,442682,252388,860430,-318298,1178728,2597434,208798,79712,129086,455069,337272,117797,442682,190294,252388
450976,924600,2007-01-03 00:00:00,521927,139233,431736,294726,882712,-336614,1219326,2733005,194231,67122,127109,521927,382694,139233,431736,137010,294726
471729,941801,2007-01-09 00:00:00,515854,147984,454760,308318,926489,-323630,1250119,2757248,193507,81008,112499,515854,367870,147984,454760,146442,308318
434157,846019,2007-01-16 00:00:00,518235,162688,423359,337991,857516,-326494,1184010,2846848,216208,119407,96801,518235,355547,162688,423359,85368,337991
357633,768351,2007-01-23 00:00:00,526969,136458,449296,391277,806929,-352699,1159628,2981322,221896,116444,105452,526969,390511,136458,449296,58019,391277
432066,745496,2007-01-30 00:00:00,475468,147929,398278,398083,830344,-313235,1143579,2955503,223671,119993,103678,475468,327539,147929,398278,195,398083
328512,875153,2007-02-06 00:00:00,547385,120845,422238,328963,750750,-453366,1204116,2876473,235093,135408,99685,547385,426540,120845,422238,93275,328963
370519,821332,2007-02-13 00:00:00,546168,123302,450760,389047,821279,-389100,1210379,3012297,199776,100736,99040,546168,422866,123302,450760,61713,389047
384612,893598,2007-02-20 00:00:00,456850,148643,461797,294371,846409,-341560,1187969,2906873,217164,113817,103347,456850,308207,148643,461797,167426,294371
385424,936212,2007-02-27 00:00:00,464568,146897,465343,272378,850767,-357823,1208590,2806271,240761,135259,105502,464568,317671,146897,465343,192965,272378
372280,999403,2007-03-06 00:00:00,488089,150222,482778,211351,855058,-355696,1210754,2730840,208866,102731,106135,488089,337867,150222,482778,271427,211351
366858,1124347,2007-03-13 00:00:00,515644,142100,528076,198917,894934,-428330,1323264,2877003,221262,100560,120702,515644,373544,142100,528076,329159,198917
371511,1202761,2007-03-20 00:00:00,534622,147090,572776,201443,944287,-459917,1404204,2902163,215452,106553,108899,534622,387532,147090,572776,371333,201443
360424,1262023,2007-03-27 00:00:00,664729,147490,613721,242825,974145,-530703,1504848,2857785,201898,86471,115427,664729,517239,147490,613721,370896,242825
336781,1290456,2007-04-03 00:00:00,691298,150579,690624,266871,1027405,-529922,1557327,2972298,196621,85394,111227,691298,540719,150579,690624,423753,266871
315393,1246330,2007-04-10 00:00:00,725928,131268,700962,296249,1016355,-526224,1542579,3006861,186155,82436,103719,725928,594660,131268,700962,404713,296249
324875,1167410,2007-04-17 00:00:00,708212,174747,685106,277118,1009981,-434547,1444528,3056124,181331,69024,112307,708212,533465,174747,685106,407988,277118
326463,1205007,2007-04-24 00:00:00,665609,164566,698447,235951,1024910,-416048,1440958,2999063,179242,53926,125316,665609,501043,164566,698447,462496,235951
314655,1232959,2007-05-01 00:00:00,693684,145967,697625,270165,1012280,-490844,1503124,3094282,178989,64452,114537,693684,547717,145967,697625,427460,270165
350272,1206196,2007-05-08 00:00:00,618436,169895,699004,260594,1049276,-417514,1466790,3189329,171699,56572,115127,618436,448541,169895,699004,438410,260594
346212,1297814,2007-05-15 00:00:00,694362,125118,737471,314478,1083683,-528609,1612292,3380019,178480,50452,128028,694362,569244,125118,737471,422993,314478
290809,1283615,2007-05-22 00:00:00,822822,134549,775419,383845,1066228,-601232,1667460,3507041,164503,26558,137945,822822,688273,134549,775419,391574,383845
289179,1216502,2007-05-29 00:00:00,880235,195961,722453,384233,1011632,-589103,1600735,3404875,164236,49744,114492,880235,684274,195961,722453,338220,384233
291290,1138623,2007-06-05 00:00:00,960027,237805,679488,429567,970778,-597412,1568190,3351996,148675,35944,112731,960027,722222,237805,679488,249921,429567
284964,1073076,2007-06-12 00:00:00,942105,270085,747777,452406,1032741,-492741,1525482,3886552,118956,-19664,138620,942105,672020,270085,747777,295371,452406
380004,1059790,2007-06-19 00:00:00,842654,254978,713450,462327,1093454,-428663,1522117,3691375,142033,13927,128106,842654,587676,254978,713450,251123,462327
349183,1067077,2007-06-26 00:00:00,779440,208197,767864,397826,1117047,-347856,1464903,3492338,103508,-26832,130340,779440,571243,208197,767864,370038,397826
398597,1110880,2007-07-03 00:00:00,779550,191563,762953,382447,1161550,-331777,1493327,3527032,77870,-55735,133605,779550,587987,191563,762953,380506,382447
359063,1170723,2007-07-10 00:00:00,790082,175209,823873,391814,1182936,-379601,1562537,3642871,80049,-72604,152653,790082,614873,175209,823873,432059,391814
324228,1168610,2007-07-17 00:00:00,821321,181735,842794,390279,1167022,-391867,1558889,3684233,66920,-79455,146375,821321,639586,181735,842794,452515,390279
305262,1252005,2007-07-24 00:00:00,805591,153032,786319,341019,1091581,-501443,1593024,3634754,101675,-33788,135463,805591,652559,153032,786319,445300,341019
318887,1467943,2007-07-31 00:00:00,897733,159337,868108,313442,1186995,-594390,1781385,3742325,69429,-59189,128618,897733,738396,159337,868108,554666,313442
324978,1573719,2007-08-07 00:00:00,899010,136668,938479,284836,1263457,-595098,1858555,3901071,68546,-47951,116497,899010,762342,136668,938479,653643,284836
359480,1484778,2007-08-14 00:00:00,744055,156821,916006,253756,1275486,-463048,1738534,3793946,68151,-38837,106988,744055,587234,156821,916006,662250,253756
432557,1402226,2007-08-21 00:00:00,709187,114179,730396,273338,1162953,-512611,1675564,3784492,82895,-37325,120220,709187,595008,114179,730396,457058,273338
390967,1116392,2007-08-28 00:00:00,578768,125610,635936,254159,1026903,-343648,1370551,3130402,63627,-39353,102980,578768,453158,125610,635936,381777,254159
395820,1009092,2007-09-04 00:00:00,500130,103506,556222,251453,952042,-308503,1260545,2936747,63915,-27802,91717,500130,396624,103506,556222,304769,251453
398606,942778,2007-09-11 00:00:00,504037,110398,542003,252578,940609,-254747,1195356,3082195,59621,-43596,103217,504037,393639,110398,542003,289425,252578
383297,833555,2007-09-18 00:00:00,457617,95127,509035,299456,892332,-240679,1133011,2988501,58199,-54511,112710,457617,362490,95127,509035,209579,299456
384509,727971,2007-09-25 00:00:00,443732,160296,505296,327541,889805,-165707,1055512,2921122,63732,-51925,115657,443732,283436,160296,505296,177755,327541
385687,829500,2007-10-02 00:00:00,479071,154448,550353,320066,936040,-213526,1149566,3108878,66330,-39079,105409,479071,324623,154448,550353,230287,320066
432718,772156,2007-10-09 00:00:00,496236,151580,505859,342970,938577,-176549,1115126,3161420,63597,-72402,135999,496236,344656,151580,505859,162889,342970
469152,761635,2007-10-16 00:00:00,511518,178649,502931,339341,972083,-128893,1100976,3207746,66588,-89757,156345,511518,332869,178649,502931,163590,339341
391761,894076,2007-10-23 00:00:00,569857,113448,529203,281307,920964,-254419,1175383,3403976,63045,-108079,171124,569857,456409,113448,529203,247896,281307
389110,952005,2007-10-30 00:00:00,562155,113825,546183,261420,935293,-278132,1213425,3275628,58542,-84480,143022,562155,448330,113825,546183,284763,261420
392689,1039176,2007-11-06 00:00:00,609495,139096,610890,247544,1003579,-283141,1286720,3506584,56396,-133332,189728,609495,470399,139096,610890,363346,247544
425375,1074064,2007-11-13 00:00:00,635366,134738,615401,267812,1040776,-301100,1341876,3630688,48447,-141168,189615,635366,500628,134738,615401,347589,267812
439659,902540,2007-11-20 00:00:00,628791,209958,612966,300923,1052625,-150838,1203463,3011093,53183,-115224,168407,628791,418833,209958,612966,312043,300923
413724,1052223,2007-11-27 00:00:00,613119,127795,571893,269190,985617,-335796,1321413,3217980,46489,-84130,130619,613119,485324,127795,571893,302703,269190
369931,1050115,2007-12-04 00:00:00,604415,167117,646323,245177,1016254,-279038,1295292,3229579,55571,-87611,143182,604415,437298,167117,646323,401146,245177
423726,918161,2007-12-11 00:00:00,456783,161775,628623,271982,1052349,-137794,1190143,3150988,65364,-73465,138829,456783,295008,161775,628623,356641,271982
530587,858464,2007-12-18 00:00:00,378775,183685,533518,266124,1064105,-60483,1124588,2974646,77593,-56929,134522,378775,195090,183685,533518,267394,266124
548225,816347,2007-12-24 00:00:00,363916,183167,473608,242082,1021833,-36596,1058429,2800359,93426,-63791,157217,363916,180749,183167,473608,231526,242082
516536,843443,2007-12-31 00:00:00,382382,155836,447421,220257,963957,-99743,1063700,2770259,101760,-46978,148738,382382,226546,155836,447421,227164,220257
589065,885394,2008-01-08 00:00:00,467562,154961,418746,207461,1007811,-85044,1092855,3038370,67164,-124219,191383,467562,312601,154961,418746,211285,207461
566892,947062,2008-01-15 00:00:00,538474,166877,451864,233088,1018756,-161394,1180150,3380281,82305,-138322,220627,538474,371597,166877,451864,218776,233088
