avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
46.42,51.7,55.175,Silver ETF,5374,0.511,0.29,SLV,2026-07-02 16:29:15
