call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
62047418.41,525.0,262,Dow Jones ETF,-117083230.52,520.0,522.22,DIA,2026-07-22 18:17:49,9926139.63,617.9
