call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
55738853.2,520.0,266,Dow Jones ETF,-114375248.46,510.0,515.06,DIA,2026-09-16 20:29:07,-413581537.3,
