call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
99701412.09,525.0,248,Dow Jones ETF,-31257699.89,520.0,521.36,DIA,2026-06-25 16:47:18,343183984.23,524.64
