call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
78155737.05,545.0,267,Dow Jones ETF,-34049991.36,520.0,538.98,DIA,2026-08-10 11:31:59,169065738.96,549.83
