call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
93073513.87,525.0,247,Dow Jones ETF,-24584569.92,520.0,522.22,DIA,2026-06-24 15:49:30,251321358.88,524.57
