call_wall_gex,call_wall_strike,levels_count,name,put_wall_gex,put_wall_strike,spot,symbol,timestamp,total_gex,zero_gamma
78407423.48,545.0,267,Dow Jones ETF,-43812306.45,535.0,537.47,DIA,2026-08-12 17:45:35,124086447.76,553.46
