avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
18.22,21.04,765.68,S&P 500 ETF,13228,2.531,1.299,SPY,2026-09-11 17:18:13
