avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
19.15,23.99,737.5807,S&P 500 ETF,13976,2.084,1.142,SPY,2026-06-29 14:58:11
