avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
21.12,32.11,86.76,20Y Treasury ETF,2152,0.681,0.551,TLT,2026-06-18 20:38:21
