call_gex,call_oi,net_gex,put_gex,put_oi,strike
27.16,4.0,-2663.88,-2691.04,666.0,185.0
61.63,25.0,-7771.75,-7833.38,1928.0,190.0
49.12,6.0,-2559.74,-2608.86,573.0,195.0
13.82,2.0,-1544.73,-1558.55,358.0,200.0
7.78,1.0,-6.1,-13.88,3.0,205.0
71.05,9.0,-1695.06,-1766.11,268.0,210.0
228.19,8.0,-4970.77,-5198.96,381.0,215.0
579.54,29.0,-5743.1,-6322.64,332.0,220.0
0.0,0.0,-1072.53,-1072.53,63.0,225.0
264.39,25.0,-163962.53,-164226.91,2994.0,230.0
513.43,9.0,-6221.57,-6735.01,340.0,235.0
774.71,23.0,-33525.13,-34299.85,1774.0,240.0
71.06,2.0,-19622.97,-19694.03,458.0,245.0
2976.62,56.0,-42412.94,-45389.57,2855.0,250.0
656.06,22.0,-14830.72,-15486.78,298.0,255.0
903.97,31.0,-44859.3,-45763.27,831.0,260.0
513.43,18.0,-31775.9,-32289.33,599.0,265.0
456.39,12.0,-14689.93,-15146.32,328.0,270.0
285.24,5.0,-15859.42,-16144.67,421.0,275.0
13263.73,167.0,-4697.68,-17961.41,628.0,280.0
541.96,11.0,-34328.51,-34870.47,926.0,285.0
1483.26,38.0,-48976.47,-50459.72,1473.0,290.0
427.86,6.0,-70749.17,-71177.03,1061.0,295.0
2937.99,58.0,-56227.96,-59165.94,1440.0,300.0
1140.97,22.0,-36806.55,-37947.52,553.0,305.0
7558.9,85.0,-47592.58,-55151.48,1178.0,310.0
3337.32,44.0,-34385.6,-37722.93,588.0,315.0
1540.3,17.0,-60688.18,-62228.48,1447.0,320.0
11238.51,193.0,-184585.88,-195824.39,4934.0,325.0
855.72,12.0,-426206.57,-427062.3,4982.0,330.0
1226.54,13.0,-49927.16,-51153.7,3417.0,335.0
11837.52,171.0,-104538.01,-116375.53,2103.0,340.0
9298.87,120.0,-32974.76,-42273.63,485.0,345.0
81978.39,947.0,-340806.06,-422784.45,4104.0,350.0
3907.81,31.0,-73267.49,-77175.29,609.0,355.0
57305.01,631.0,-112695.09,-170000.1,1522.0,360.0
23271.41,201.0,-88284.26,-111555.67,912.0,365.0
24873.05,178.0,-316416.5,-341289.55,3388.0,370.0
99648.36,816.0,-155316.5,-254964.86,2501.0,375.0
60911.49,309.0,-824928.8,-885840.3,5916.0,380.0
11068.37,64.0,-382031.38,-393099.75,3207.0,385.0
67316.98,270.0,-1608486.79,-1675803.77,7283.0,390.0
18626.27,76.0,-379023.11,-397649.38,2641.0,395.0
110246.42,460.0,-2155475.83,-2265722.25,10812.0,400.0
96896.52,316.0,-247846.29,-344742.81,1927.0,405.0
64892.43,210.0,-835386.98,-900279.41,4488.0,410.0
0.0,0.0,-5476.64,-5476.64,16.0,412.0
0.0,0.0,-4792.06,-4792.06,14.0,413.0
0.0,0.0,-120828.28,-120828.28,353.0,414.0
33088.01,107.0,-1238404.26,-1271492.27,5534.0,415.0
0.0,0.0,-70483.16,-70483.16,988.0,416.0
0.0,0.0,-42700.64,-42700.64,391.0,417.0
0.0,0.0,-112385.13,-112385.13,661.0,418.0
0.0,0.0,-141508.28,-141508.28,1243.0,419.0
494066.71,1674.0,-2461633.68,-2955700.39,10511.0,420.0
57.05,1.0,-88881.23,-88938.28,1049.0,421.0
0.0,0.0,-144103.98,-144103.98,2040.0,422.0
0.0,0.0,-127160.64,-127160.64,1569.0,423.0
0.0,0.0,-168805.89,-168805.89,1573.0,424.0
229590.84,647.0,-1050316.05,-1279906.89,4713.0,425.0
342.29,6.0,-122283.01,-122625.3,1153.0,426.0
171.14,3.0,-96268.99,-96440.13,855.0,427.0
0.0,0.0,-109532.72,-109532.72,1212.0,428.0
427.86,1.0,-102259.06,-102686.92,992.0,429.0
307889.62,794.0,-1508014.67,-1815904.29,6762.0,430.0
0.0,0.0,-295681.28,-295681.28,1943.0,431.0
741.63,6.0,-143733.16,-144474.79,1229.0,432.0
0.0,0.0,-81750.2,-81750.2,750.0,433.0
114.1,2.0,-384847.76,-384961.86,1925.0,434.0
144275.12,358.0,-818956.72,-963231.84,2936.0,435.0
85.57,1.0,-379570.79,-379656.37,1302.0,436.0
427.86,5.0,-285840.45,-286268.32,909.0,437.0
427.86,1.0,-370500.11,-370927.98,1308.0,438.0
0.0,0.0,-312453.48,-312453.48,1233.0,439.0
130355.34,331.0,-4051913.09,-4182268.43,9079.0,440.0
456.39,1.0,-296422.91,-296879.3,894.0,441.0
0.0,0.0,-477579.75,-477579.75,1307.0,442.0
114.1,1.0,-472103.12,-472217.21,1406.0,443.0
599.01,2.0,-555593.29,-556192.3,1552.0,444.0
172171.74,457.0,-2654599.52,-2826771.26,7072.0,445.0
0.0,0.0,-630183.93,-630183.93,1449.0,446.0
0.0,0.0,-479091.53,-479091.53,1004.0,447.0
0.0,0.0,-285327.02,-285327.02,944.0,448.0
0.0,0.0,-672884.57,-672884.57,1369.0,449.0
1546151.26,2983.0,-3883220.0,-5429371.26,10931.0,450.0
2281.93,13.0,-446745.15,-449027.08,1057.0,451.0
0.0,0.0,-582092.22,-582092.22,1226.0,452.0
0.0,0.0,-317844.54,-317844.54,759.0,453.0
171.14,1.0,-340920.58,-341091.72,928.0,454.0
414113.53,886.0,-1266814.31,-1680927.84,3581.0,455.0
513.43,3.0,-463859.64,-464373.07,1057.0,456.0
4107.48,24.0,-364338.9,-368446.38,782.0,457.0
1369.16,5.0,-281048.4,-282417.56,555.0,458.0
199.67,1.0,-252067.87,-252267.54,581.0,459.0
1084972.89,2154.0,-6184633.56,-7269606.45,13721.0,460.0
14775.51,74.0,-659478.22,-674253.73,1072.0,461.0
456.39,2.0,-462319.34,-462775.72,815.0,462.0
7188.08,27.0,-536510.64,-543698.72,872.0,463.0
2510.12,11.0,-268697.44,-271207.57,420.0,464.0
482542.95,948.0,-1365422.28,-1847965.23,3131.0,465.0
4364.19,17.0,-551057.95,-555422.14,812.0,466.0
0.0,0.0,-712875.42,-712875.42,972.0,467.0
50487.74,177.0,-363739.89,-414227.63,686.0,468.0
1768.5,4.0,-575474.62,-577243.12,861.0,469.0
2060783.88,3116.0,-2449168.63,-4509952.51,6016.0,470.0
13349.3,39.0,-259512.67,-272861.97,361.0,471.0
11980.14,35.0,-279993.0,-291973.14,409.0,472.0
741.63,2.0,-355781.66,-356523.28,451.0,473.0
741.63,2.0,-337554.73,-338296.36,404.0,474.0
2758741.17,3517.0,-17627.92,-2776369.09,4083.0,475.0
1825.55,3.0,-529550.75,-531376.29,587.0,476.0
