avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
39.8,30.08,295.85,Russell 2000 ETF,5190,2.476,1.294,IWM,2026-09-04 19:56:18
