avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
7.63,8.41,81.9345,1-3Y Treasury ETF,316,4.512,0.271,SHY,2026-07-30 01:11:00
