avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
15.52,20.46,81.88,1-3Y Treasury ETF,326,3.324,3.0,SHY,2026-07-09 12:48:49
