date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-08-27,3.3852999210357666,2.9897000789642334,2.8108999729156494,2.526900053024292,BACKWARDATION,-16.9675,-25.3567
