avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
52.54,60.65,10.65,Natural Gas ETF,712,0.294,0.262,UNG,2026-09-02 16:31:48
