avg_call_iv_pct,avg_put_iv_pct,current_price,name,options_count,pcr_oi,pcr_volume,symbol,timestamp
67.87,72.2,10.345,Natural Gas ETF,758,0.366,0.243,UNG,2026-09-16 19:18:56
