date,m1_price,m2_price,m3_price,m6_price,signal,spread_m1m3,spread_m1m6
2026-08-10,4.193999767303467,4.091700077056885,3.959700107574463,3.587899923324585,BACKWARDATION,-5.5865,-14.4516
